"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"74","Rashod Bateman (BAL)","1","1","23","23.0","23","1","0","0","0","0","0","1","2.3","2.3","31.0%"
"75","Van Jefferson (PIT)","2","3","21","10.5","12","0","0","0","0","0","0","1","2.1","2.1","0.9%"
"76","Garrett Wilson (NYJ)","5","8","41","8.2","23","1","0","0","0","0","1","1","2.1","2.1","99.4%"
"77","Keenan Allen (CHI)","3","3","19","6.3","8","0","0","0","0","0","0","1","1.9","1.9","70.3%"
"78","Laviska Shenault Jr. (SEA)","1","1","18","18.0","18","0","0","0","0","0","0","1","1.8","1.8","0.1%"
"79","Michael Wilson (ARI)","3","7","38","12.7","22","1","0","0","0","0","1","1","1.8","1.8","13.2%"
"80","Luke McCaffrey (WAS)","1","1","17","17.0","17","0","0","0","0","0","0","1","1.7","1.7","2.7%"
"81","Calvin Austin III (PIT)","1","1","17","17.0","17","0","0","0","0","0","0","1","1.7","1.7","1.8%"
"82","Brandin Cooks (DAL)","1","4","16","16.0","16","0","0","0","0","0","0","1","1.6","1.6","20.3%"
"83","Calvin Ridley (TEN)","1","3","5","5.0","5","0","0","1","10","0","0","1","1.5","1.5","84.9%"
"84","Curtis Samuel (BUF)","2","2","8","4.0","6","0","0","1","7","0","0","1","1.5","1.5","10.9%"
"85","Quentin Johnston (LAC)","1","5","9","9.0","9","0","0","1","4","0","0","1","1.3","1.3","56.2%"
"86","DeMario Douglas (NE)","3","3","13","4.3","8","0","0","0","0","0","0","1","1.3","1.3","23.1%"
"87","Treylon Burks (TEN)","1","1","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","1.4%"
"88","Malik Heath (GB)","2","2","12","6.0","9","0","0","0","0","0","0","1","1.2","1.2","0.1%"
"89","Kayshon Boutte (NE)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","3.4%"
"90","Jahan Dotson (PHI)","2","4","11","5.5","7","0","0","0","0","0","0","1","1.1","1.1","7.4%"
"91","Elijah Moore (CLE)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","15.4%"
"92","Jalen Nailor (MIN)","1","2","31","31.0","31","1","0","1","0","0","1","1","1.1","1.1","9.4%"
"93","Adonai Mitchell (IND)","0","3","0","0","0","0","0","1","10","0","0","1","1.0","1.0","9.3%"
"94","Rome Odunze (CHI)","1","3","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","68.4%"
"95","Nelson Agholor (BAL)","2","3","10","5.0","12","0","0","0","0","0","0","1","1.0","1.0","0.4%"
"96","Robert Woods (HOU)","1","3","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","1.4%"
"97","Zay Flowers (BAL)","1","2","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","96.5%"
"98","Alec Pierce (IND)","1","2","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","23.7%"
"99","Kalif Raymond (DET)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","1.6%"
"100","Trent Sherfield Sr. (MIN)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"101","Malik Washington (MIA)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","1.2%"
"102","John Metchie III (HOU)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","1.0%"
"103","John Ross (PHI)","1","2","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"104","Mason Tipton (NO)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","2.1%"
"105","Xavier Gipson (NYJ)","1","4","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.6%"
"106","Mack Hollins (BUF)","1","6","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.9%"
"107","Dyami Brown (WAS)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.6%"
"108","K.J. Osborn (NE)","1","5","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","1.5%"
"109","James Proche II (CLE)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"110","Chris Blair (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Ben Skowronek (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Dee Eskridge (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"113","Jaelon Darden (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Dax Milne (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","D.J. Montgomery (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Nsimba Webster (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Malik Taylor (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Alex Bachman (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"119","Deonte Harty (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"120","Tom Kennedy (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Devin Duvernay (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"122","Donovan Peoples-Jones (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Isaiah Hodgins (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","DeVonta Smith (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.6%"
"125","Quintez Cephus (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","KJ Hamler (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Jalen Reagor (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Gunner Olszewski (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","KaVontae Turpin (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.5%"
"130","Collin Johnson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Cody Thompson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Trenton Irwin (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"133","Quinton Bell (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"134","Scotty Miller (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"135","Juwann Winfree (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","David Sills V (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Mecole Hardman Jr. (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"138","Lil'Jordan Humphrey (DEN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"139","Tyler Johnson (LAR)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","10.0%"
"140","Miles Boykin (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Ashton Dulin (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"142","Marquez Callaway (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Ihmir Smith-Marsette (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"144","Dan Chisena (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Dez Fitzpatrick (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Anthony Schwartz (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Seth Williams (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Kadarius Toney (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"149","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Nick Westbrook-Ikhine (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","11.2%"
"151","Cody White (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Rondale Moore (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"153","Justyn Ross (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Tylan Wallace (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"155","Quez Watkins (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Tarik Black (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Trishton Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Kristian Wilkerson (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Tyrell Shavers (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Nikko Remigio (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Ryan Miller (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Dylan Drummond (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Jason Brownlee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Zavier Scott (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Malachi Corley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3%"
"167","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Lucky Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Devontez Walker (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"170","Derius Davis (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"171","Charlie Jones (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"172","Bryce Ford-Wheaton (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Jesse Matthews (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Johnny Wilson (PHI)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"175","Jalen Cropper (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Tank Dell (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.5%"
"177","Xavier Hutchinson (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"178","Jacob Cowing (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"179","Cedric Tillman (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","63.2%"
"180","Maurice Alexander (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Jalin Hyatt (NYG)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.2%"
"182","Kazmeir Allen (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Elijah Cooks (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Xavier Smith (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"185","Brycen Tremayne (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Malik Knowles (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Thayer Thomas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Tyler Scott (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"189","Antoine Green (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Colton Dowell (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Jalen Brooks (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"192","Grant DuBose (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Jared Wayne (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Julian Hicks (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Cole Burgess (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","David White Jr. (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","Marcus Riley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","Bryce Oliver (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Terique Owens (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","JaQuae Jackson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Kameron Johnson (TB)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"202","Dee Williams (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.8%"
"203","Jaylen Johnson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Qadir Ismail (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","John Jackson III (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","Praise Olatoke (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","John Jiles (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","Tanner Knue (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Jermaine Jackson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Roman Wilson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"211","Jamari Thrash (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Brenden Rice (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"213","Ricky Pearsall (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38.9%"
"214","Marcus Rosemy-Jacksaint (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Bub Means (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.2%"
"216","Jeff Foreman (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","Casey Washington (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Drake Stoops (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"219","Xavier Johnson (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Tejhaun Palmer (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Jeshaun Jones (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Joshua Cephus (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Jha'Quan Jackson (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"224","Isaiah Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"225","Tahj Washington (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","Ryan Flournoy (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"227","Devaughn Vele (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.1%"
"228","Jalen Coker (CAR)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","5.9%"
"229","Anthony Gould (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","Dayton Wade (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","Javon Baker (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"232","Brandon Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Michael Strachan (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","Austin Trammell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Simi Fehoko (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"236","Jalen McMillan (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18.4%"
"237","Puka Nacua (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.7%"
"238","Terrace Marshall Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","Erik Ezukanma (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"240","Samori Toure (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"241","Christian Watson (GB)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","56.2%"
"242","Michael Woods II (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"243","Tim Jones (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"244","Michael Bandy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"245","Jermaine Burton (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.1%"
"246","Kearis Jackson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"247","Malik Cunningham (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","Rakim Jarrett (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"249","Ronnie Bell (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"250","Cornelius Johnson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"251","Tyquan Thornton (KC)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"252","Parker Washington (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.5%"
"253","David Bell (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"254","Rashee Rice (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","34.9%"
"255","Ramel Keyton (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"256","Ainias Smith (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"257","Kevin Austin Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
