"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"1","Nnamdi Madubuike (BAL)","3","2","3","0","0","1","0","0","1","27.0","27.0","13.8%"
"2","Jared Verse (LAR)","3","1","1","0","0","1","1","0","1","22.3","22.3","20.4%"
"3","A'Shawn Robinson (CAR)","5","2","1","0","0","1","0","0","1","22.0","22.0","6.7%"
"4","D.J. Wonnum (CAR)","4","2","1","0","0","1","0","0","1","20.5","20.5","2.2%"
"5","Calijah Kancey (TB)","5","0","1","0","0","1","0","0","1","20.5","20.5","2.0%"
"6","Tuli Tuipulotu (LAC)","3","2","2","0","0","0","0","0","1","19.0","19.0","5.0%"
"7","Dante Fowler Jr. (WAS)","3","2","2","0","0","0","0","0","1","19.0","19.0","10.4%"
"8","Brian Burns (NYG)","4","5","1","0","0","0","0","0","1","18.8","18.8","27.9%"
"9","Jeremiah Pharms Jr. (NE)","4","1","1","0","0","0","0","0","1","18.3","18.3","0.1%"
"10","Cameron Heyward (PIT)","2","0","2","1","0","0","0","0","1","17.5","17.5","11.3%"
"11","Alim McNeill (DET)","5","1","1","0","0","0","0","0","1","17.3","17.3","2.0%"
"12","Payton Turner (NO)","2","2","1","1","0","1","0","0","1","16.5","16.5","0.1%"
"13","Kobie Turner (LAR)","5","1","1","1","0","0","0","0","1","16.3","16.3","14.5%"
"14","Greg Rousseau (BUF)","3","1","1","0","0","1","0","0","1","15.8","15.8","18.9%"
"15","Josh Paschal (DET)","4","1","1","0","0","0","0","0","1","15.8","15.8","0.3%"
"16","Keion White (NE)","2","2","1","1","0","0","0","0","1","15.0","15.0","17.9%"
"17","Deatrich Wise Jr. (NE)","2","0","2","1","0","0","0","0","1","15.0","15.0","0.7%"
"18","Milton Williams (PHI)","2","0","1","0","0","0","1","0","1","13.5","13.5","0.7%"
"19","Byron Young (LAR)","2","2","1","0","0","0","0","0","1","13.5","13.5","15.8%"
"20","Jonathon Cooper (DEN)","3","3","1","0","0","0","0","0","1","13.3","13.3","10.4%"
"21","Calais Campbell (MIA)","2","1","1","2","0","0","0","0","1","13.3","13.3","6.4%"
"22","Grover Stewart (IND)","4","4","1","0","0","0","0","0","1","13.0","13.0","5.2%"
"23","Xavier Thomas (ARI)","1","0","1","0","0","1","0","0","1","12.0","12.0","0.0%"
