"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"50","Cooper Kupp (LAR)","4","6","37","9.3","24","1","0","0","0","0","0","1","3.7","3.7","98.7%"
"51","Stefon Diggs (HOU)","4","6","37","9.3","21","1","0","0","0","0","0","1","3.7","3.7","43.5%"
"52","Tyreek Hill (MIA)","3","6","24","8.0","10","0","0","1","12","0","0","1","3.6","3.6","99.6%"
"53","Ja'Marr Chase (CIN)","4","5","35","8.8","13","0","0","0","0","0","0","1","3.5","3.5","99.8%"
"54","Darius Slayton (NYG)","3","4","33","11.0","19","0","0","0","0","0","0","1","3.3","3.3","13.9%"
"55","Rome Odunze (CHI)","2","5","33","16.5","27","1","0","0","0","0","0","1","3.3","3.3","68.4%"
"56","DeAndre Carter (CHI)","3","4","32","10.7","14","0","0","0","0","0","0","1","3.2","3.2","0.1%"
"57","Michael Wilson (ARI)","2","2","31","15.5","23","1","0","0","0","0","0","1","3.1","3.1","13.2%"
"58","Adonai Mitchell (IND)","1","4","30","30.0","30","1","0","0","0","0","0","1","3.0","3.0","9.3%"
"59","George Pickens (PIT)","2","4","29","14.5","16","0","0","0","0","0","0","1","2.9","2.9","95.0%"
"60","Jakobi Meyers (LV)","4","5","29","7.3","13","0","0","0","0","0","0","1","2.9","2.9","64.9%"
"61","David Bell (CLE)","3","3","27","9.0","12","0","0","0","0","0","0","1","2.7","2.7","0.0%"
"62","Kalif Raymond (DET)","3","4","27","9.0","18","0","0","0","0","0","0","1","2.7","2.7","1.6%"
"63","Tyler Boyd (TEN)","2","5","26","13.0","17","0","0","0","0","0","0","1","2.6","2.6","3.2%"
"64","Courtland Sutton (DEN)","1","4","26","26.0","26","1","0","0","0","0","0","1","2.6","2.6","85.9%"
"65","Ladd McConkey (LAC)","2","4","26","13.0","15","0","0","0","0","0","0","1","2.6","2.6","84.7%"
"66","Britain Covey (PHI)","6","6","23","3.8","9","0","0","0","0","0","0","1","2.3","2.3","0.1%"
"67","Xavier Worthy (KC)","2","4","17","8.5","12","0","0","1","5","0","0","1","2.2","2.2","81.4%"
"68","Terry McLaurin (WAS)","6","8","22","3.7","12","0","0","0","0","0","0","1","2.2","2.2","94.1%"
"69","Jordan Whittington (LAR)","2","2","22","11.0","22","1","0","0","0","0","0","1","2.2","2.2","2.9%"
"70","Justin Watson (KC)","2","2","22","11.0","16","0","0","0","0","0","0","1","2.2","2.2","0.7%"
"71","Michael Pittman Jr. (IND)","3","7","21","7.0","11","0","0","0","0","0","0","1","2.1","2.1","85.7%"
"72","Jalen McMillan (TB)","1","2","21","21.0","21","1","0","0","0","0","0","1","2.1","2.1","18.4%"
"73","Adam Thielen (CAR)","2","3","20","10.0","10","0","0","0","0","0","0","1","2.0","2.0","31.7%"
"74","Tyler Johnson (LAR)","2","3","20","10.0","13","0","0","0","0","0","0","1","2.0","2.0","10.0%"
"75","Joshua Palmer (LAC)","2","2","19","9.5","11","0","0","0","0","0","0","1","1.9","1.9","15.6%"
"76","Mike Williams (PIT)","1","1","19","19.0","19","0","0","0","0","0","0","1","1.9","1.9","20.7%"
"77","Trent Sherfield Sr. (MIN)","1","2","17","17.0","17","0","0","0","0","0","0","1","1.7","1.7","0.1%"
"78","Dyami Brown (WAS)","2","4","17","8.5","12","0","0","0","0","0","0","1","1.7","1.7","0.6%"
"79","Brandon Powell (MIN)","2","2","16","8.0","11","0","0","0","0","0","0","1","1.6","1.6","0.1%"
"80","Brandin Cooks (DAL)","2","2","19","9.5","11","0","0","1","-3","0","0","1","1.6","1.6","20.3%"
"81","Diontae Johnson (BAL)","3","6","15","5.0","7","0","0","0","0","0","0","1","1.5","1.5","72.8%"
"82","Jake Bobo (SEA)","2","2","15","7.5","9","0","0","0","0","0","0","1","1.5","1.5","0.2%"
"83","Tyler Lockett (SEA)","2","2","15","7.5","16","0","0","0","0","0","0","1","1.5","1.5","63.2%"
"84","Van Jefferson (PIT)","2","3","14","7.0","12","0","0","0","0","0","0","1","1.4","1.4","0.9%"
"85","Olamide Zaccheaus (WAS)","3","3","14","4.7","8","0","0","0","0","0","0","1","1.4","1.4","0.6%"
"86","Tank Dell (HOU)","1","4","-3","-3.0","0","0","0","3","16","0","0","1","1.3","1.3","91.5%"
"87","Tre Tucker (LV)","2","2","13","6.5","7","0","0","0","0","0","0","1","1.3","1.3","6.7%"
"88","Ashton Dulin (IND)","1","2","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"89","Nelson Agholor (BAL)","1","3","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","0.4%"
"90","Grant DuBose (MIA)","1","3","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"91","Tim Patrick (DET)","2","4","12","6.0","10","0","0","0","0","0","0","1","1.2","1.2","0.8%"
"92","Amari Cooper (BUF)","3","8","11","3.7","7","0","0","0","0","0","0","1","1.1","1.1","89.5%"
"93","Allen Lazard (NYJ)","2","4","11","5.5","8","0","0","0","0","0","0","1","1.1","1.1","19.3%"
"94","Greg Dortch (ARI)","2","2","11","5.5","8","0","0","0","0","0","0","1","1.1","1.1","6.5%"
"95","Marvin Mims Jr. (DEN)","1","2","10","10.0","8","0","0","0","0","0","0","1","1.0","1.0","2.8%"
"96","Jalen Brooks (DAL)","1","3","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.1%"
"97","DeAndre Hopkins (KC)","1","2","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","89.4%"
"98","Bo Melton (GB)","0","0","0","0","0","0","0","2","8","0","0","1","0.8","0.8","0.6%"
"99","K.J. Osborn (NE)","1","2","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","1.5%"
"100","Calvin Austin III (PIT)","1","2","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","1.8%"
"101","Jahan Dotson (PHI)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","7.4%"
"102","KaVontae Turpin (DAL)","2","4","4","2.0","5","0","0","1","2","0","0","1","0.6","0.6","1.5%"
"103","Laviska Shenault Jr. (SEA)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.1%"
"104","Trenton Irwin (CIN)","1","6","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.1%"
"105","Robbie Chosen (FA)","1","4","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"106","Malachi Corley (NYJ)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","2.3%"
"107","Devin Duvernay (JAC)","0","0","0","0","0","0","0","1","4","0","0","1","0.4","0.4","0.1%"
"108","Chris Conley (SF)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.1%"
"109","Curtis Samuel (BUF)","1","2","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","10.9%"
"110","Cedric Tillman (CLE)","1","2","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","63.2%"
"111","DJ Turner (LV)","0","0","0","0","0","0","0","1","2","0","0","1","0.2","0.2","0.6%"
"112","Jonathan Mingo (DAL)","1","2","1","1.0","1","0","0","0","0","0","0","1","0.1","0.1","1.3%"
"113","Ben Skowronek (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"114","Dax Milne (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Jaelon Darden (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Dee Eskridge (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Chris Blair (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Steven Sims Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"119","D.J. Montgomery (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Tom Kennedy (DET)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"121","Jalen Guyton (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Deonte Harty (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"123","Malik Taylor (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Alex Bachman (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Nsimba Webster (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","James Proche II (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"127","Isaiah Hodgins (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Quintez Cephus (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Marquez Callaway (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Gunner Olszewski (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Donovan Peoples-Jones (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Tee Higgins (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.6%"
"133","Jalen Reagor (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","KJ Hamler (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Tarik Black (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Parris Campbell (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"137","Cody Thompson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Collin Johnson (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"139","David Sills V (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Scotty Miller (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"141","Mecole Hardman Jr. (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"142","Quinton Bell (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"143","Miles Boykin (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Juwann Winfree (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Kadarius Toney (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"146","Dez Fitzpatrick (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Ihmir Smith-Marsette (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Seth Williams (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Anthony Schwartz (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Dan Chisena (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Rondale Moore (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"152","Nick Westbrook-Ikhine (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","11.2%"
"153","Justyn Ross (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Tylan Wallace (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"155","Cody White (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Trishton Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"157","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Quez Watkins (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Kristian Wilkerson (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Javon Baker (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.9%"
"162","Tyrell Shavers (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Ryan Miller (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Dylan Drummond (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Zavier Scott (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Jason Brownlee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Xavier Gipson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"168","Nikko Remigio (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Keon Coleman (BUF)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","54.8%"
"170","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Lucky Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Devontez Walker (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"173","Malik Heath (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"174","Jalen Cropper (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Bryce Ford-Wheaton (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"176","Jesse Matthews (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Derius Davis (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"178","Charlie Jones (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"179","Xavier Hutchinson (HOU)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"180","Maurice Alexander (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Trey Palmer (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.7%"
"182","Jalin Hyatt (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.2%"
"183","Jacob Cowing (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"184","Johnny Wilson (PHI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"185","DeMario Douglas (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","23.1%"
"186","Elijah Cooks (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Xavier Smith (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Brycen Tremayne (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Kazmeir Allen (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Tyler Scott (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"191","Antoine Green (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Colton Dowell (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Jared Wayne (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Thayer Thomas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Malik Knowles (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Julian Hicks (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","Cole Burgess (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","David White Jr. (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Marcus Riley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Mason Tipton (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.1%"
"201","Terique Owens (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","JaQuae Jackson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Bryce Oliver (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Kameron Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Dee Williams (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.8%"
"206","Jaylen Johnson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","Qadir Ismail (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","John Jackson III (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Praise Olatoke (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","John Jiles (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","Tanner Knue (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Jermaine Jackson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Ricky Pearsall (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38.9%"
"214","Roman Wilson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"215","Jamari Thrash (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Brenden Rice (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"217","Xavier Legette (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","39.8%"
"218","Malik Washington (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"219","Marcus Rosemy-Jacksaint (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Luke McCaffrey (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.7%"
"221","Bub Means (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.2%"
"222","Jeff Foreman (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Casey Washington (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Drake Stoops (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Xavier Johnson (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","Tejhaun Palmer (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Jeshaun Jones (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Joshua Cephus (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"229","Jha'Quan Jackson (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"230","Isaiah Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"231","Tahj Washington (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Ryan Flournoy (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"233","Devaughn Vele (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.1%"
"234","Jalen Coker (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.9%"
"235","Anthony Gould (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"236","Dayton Wade (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"237","Brandon Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Michael Strachan (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","Austin Trammell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"240","Simi Fehoko (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"241","Puka Nacua (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.7%"
"242","Terrace Marshall Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"243","Erik Ezukanma (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"244","Samori Toure (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"245","Christian Watson (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","56.2%"
"246","Michael Woods II (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"247","Tim Jones (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","Michael Bandy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"249","Malik Cunningham (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"250","Kearis Jackson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"251","Kayshon Boutte (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.4%"
"252","Rakim Jarrett (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"253","Ronnie Bell (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"254","Cornelius Johnson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"255","Treylon Burks (TEN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.4%"
"256","John Metchie III (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"257","Tyquan Thornton (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
