"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"58","Olamide Zaccheaus (WAS)","4","6","25","6.3","12","0","0","0","0","0","0","1","2.5","2.5","0.6%"
"59","Tim Patrick (DET)","2","2","25","12.5","22","1","0","0","0","0","0","1","2.5","2.5","0.8%"
"60","Xavier Worthy (KC)","3","8","19","6.3","8","0","0","1","5","0","0","1","2.4","2.4","81.4%"
"61","Christian Kirk (JAC)","1","3","24","24.0","24","1","0","0","0","0","0","1","2.4","2.4","48.4%"
"62","Jaxon Smith-Njigba (SEA)","3","6","9","3.0","5","0","0","0","0","0","0","1","2.3","2.3","87.3%"
"63","Brandon Aiyuk (SF)","2","6","23","11.5","15","0","0","0","0","0","0","1","2.3","2.3","56.7%"
"64","Stefon Diggs (HOU)","5","7","23","4.6","17","0","0","0","0","0","0","1","2.3","2.3","43.5%"
"65","Wan'Dale Robinson (NYG)","6","9","23","3.8","6","0","0","0","0","0","0","1","2.3","2.3","49.8%"
"66","Dyami Brown (WAS)","1","3","23","23.0","23","1","0","0","0","0","0","1","2.3","2.3","0.6%"
"67","Ricky Pearsall (SF)","3","5","21","7.0","9","0","0","0","0","0","0","1","2.1","2.1","38.9%"
"68","Marvin Harrison Jr. (ARI)","3","6","21","7.0","10","0","0","0","0","0","0","1","2.1","2.1","97.9%"
"69","Jalen Reagor (LAC)","1","1","41","41.0","41","1","0","1","-1","0","1","1","2.0","2.0","0.0%"
"70","Devaughn Vele (DEN)","1","3","20","20.0","20","1","0","0","0","0","0","1","2.0","2.0","5.1%"
"71","Nelson Agholor (BAL)","1","2","20","20.0","20","1","0","0","0","0","0","1","2.0","2.0","0.4%"
"72","Jerry Jeudy (CLE)","1","6","18","18.0","18","0","0","0","0","0","0","1","1.8","1.8","58.7%"
"73","Marvin Mims Jr. (DEN)","2","3","18","9.0","11","0","0","0","0","0","0","1","1.8","1.8","2.8%"
"74","Diontae Johnson (BAL)","1","3","17","17.0","17","0","0","0","0","0","0","1","1.7","1.7","72.8%"
"75","DJ Turner (LV)","2","7","13","6.5","10","0","0","1","4","0","0","1","1.7","1.7","0.6%"
"76","Noah Brown (WAS)","1","1","16","16.0","16","0","0","0","0","0","0","1","1.6","1.6","8.4%"
"77","Trey Palmer (TB)","1","3","16","16.0","16","0","0","0","0","0","0","1","1.6","1.6","1.7%"
"78","Michael Wilson (ARI)","1","3","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","13.2%"
"79","Mike Williams (PIT)","1","2","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","20.7%"
"80","Alec Pierce (IND)","2","5","15","7.5","10","0","0","0","0","0","0","1","1.5","1.5","23.7%"
"81","DeMario Douglas (NE)","2","3","14","7.0","9","0","0","0","0","0","0","1","1.4","1.4","23.1%"
"82","Kendrick Bourne (NE)","1","2","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","2.1%"
"83","Casey Washington (ATL)","1","1","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"84","Gabe Davis (JAC)","1","2","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","26.2%"
"85","Tyreek Hill (MIA)","1","2","8","8.0","8","0","0","1","5","0","0","1","1.3","1.3","99.6%"
"86","Lil'Jordan Humphrey (DEN)","2","3","12","6.0","9","0","0","0","0","0","0","1","1.2","1.2","1.1%"
"87","Ashton Dulin (IND)","0","0","0","0","0","0","0","1","12","0","0","1","1.2","1.2","0.0%"
"88","Jaylen Waddle (MIA)","1","2","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","87.8%"
"89","Xavier Hutchinson (HOU)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","1.0%"
"90","Darius Slayton (NYG)","1","3","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","13.9%"
"91","Jalen Coker (CAR)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","5.9%"
"92","Ronnie Bell (SF)","1","2","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.1%"
"93","Jayden Reed (GB)","2","4","10","5.0","6","0","0","1","0","0","0","1","1.0","1.0","92.9%"
"94","Ray-Ray McCloud III (ATL)","2","4","9","4.5","6","0","0","0","0","0","0","1","0.9","0.9","16.1%"
"95","Demarcus Robinson (LAR)","1","3","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","35.1%"
"96","Xavier Legette (CAR)","2","3","3","1.5","6","0","0","1","6","0","0","1","0.9","0.9","39.8%"
"97","Malik Washington (MIA)","2","3","9","4.5","7","0","0","0","0","0","0","1","0.9","0.9","1.2%"
"98","Justin Watson (KC)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.7%"
"99","Bo Melton (GB)","1","1","8","8.0","8","0","0","1","-1","0","0","1","0.7","0.7","0.6%"
"100","Christian Watson (GB)","1","2","9","9.0","9","0","0","1","-4","0","0","1","0.5","0.5","56.2%"
"101","Josh Downs (IND)","1","3","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","63.4%"
"102","Deebo Samuel Sr. (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","98.2%"
"103","Ben Skowronek (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Dax Milne (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Jaelon Darden (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"106","Dee Eskridge (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Chris Blair (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Collin Johnson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","CeeDee Lamb (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.8%"
"110","Gunner Olszewski (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Steven Sims Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","D.J. Montgomery (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Tom Kennedy (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Laviska Shenault Jr. (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"115","KJ Hamler (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Jauan Jennings (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72.3%"
"117","Tarik Black (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Marquez Callaway (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Devin Duvernay (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"120","Donovan Peoples-Jones (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","James Proche II (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Isaiah Hodgins (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Quintez Cephus (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Quinton Bell (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"125","Juwann Winfree (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Miles Boykin (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Jakobi Meyers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64.9%"
"128","KaVontae Turpin (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"129","Cody Thompson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","David Sills V (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Scotty Miller (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"132","Malik Taylor (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Deonte Harty (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"134","Alex Bachman (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"135","Nsimba Webster (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Trenton Irwin (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"137","Trishton Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Ihmir Smith-Marsette (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"139","Seth Williams (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Kadarius Toney (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"141","Anthony Schwartz (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Nico Collins (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.0%"
"143","Dez Fitzpatrick (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Parris Campbell (PHI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"145","Chris Olave (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.6%"
"146","Tylan Wallace (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"147","Justyn Ross (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Rondale Moore (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"149","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Quez Watkins (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Cody White (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Kristian Wilkerson (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"153","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Dan Chisena (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Xavier Gipson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"156","Nikko Remigio (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Jason Brownlee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Tyrell Shavers (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Malik Heath (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"160","Zavier Scott (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Ryan Miller (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Malachi Corley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3%"
"163","Devontez Walker (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.5%"
"164","Lucky Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Dylan Drummond (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Derius Davis (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"168","Andrei Iosivas (CIN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","4.0%"
"169","Jake Bobo (SEA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"170","Bryce Ford-Wheaton (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"171","Jalin Hyatt (NYG)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.2%"
"172","Jesse Matthews (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Jalen Cropper (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Tank Dell (HOU)","0","4","0","0","0","0","0","0","0","0","0","1","0.0","0.0","91.5%"
"175","Rome Odunze (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","68.4%"
"176","Johnny Wilson (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"177","Maurice Alexander (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","Kazmeir Allen (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Elijah Cooks (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Thayer Thomas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Brycen Tremayne (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Malik Knowles (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Jared Wayne (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Grant DuBose (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Tyler Scott (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"186","Antoine Green (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Colton Dowell (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Jalen Brooks (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"189","Julian Hicks (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Cole Burgess (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","David White Jr. (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Marcus Riley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Bryce Oliver (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Terique Owens (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","JaQuae Jackson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Kameron Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","Dee Williams (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.8%"
"198","Jaylen Johnson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Qadir Ismail (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","John Jackson III (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Praise Olatoke (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","John Jiles (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Tanner Knue (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Jermaine Jackson (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"205","Jamari Thrash (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"206","Roman Wilson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"207","Ja'Lynn Polk (NE)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","6.2%"
"208","Brenden Rice (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.4%"
"209","Jeff Foreman (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Drake Stoops (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","Xavier Johnson (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Jeshaun Jones (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Tejhaun Palmer (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Tahj Washington (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Luke McCaffrey (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.7%"
"216","Marcus Rosemy-Jacksaint (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","Joshua Cephus (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Jha'Quan Jackson (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"219","Isaiah Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"220","Ryan Flournoy (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"221","Anthony Gould (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Dayton Wade (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Javon Baker (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"224","Austin Trammell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Brandon Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","Terrace Marshall Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Michael Strachan (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Ainias Smith (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"229","Puka Nacua (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.7%"
"230","Jordan Whittington (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.9%"
"231","Erik Ezukanma (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Jalen Tolbert (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.0%"
"233","Samori Toure (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","Tim Jones (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"235","Michael Bandy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Michael Woods II (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"237","Jermaine Burton (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.1%"
"238","Kearis Jackson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","Kelvin Harmon (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"240","Malik Cunningham (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"241","Rakim Jarrett (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"242","John Metchie III (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"243","Treylon Burks (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"244","Tyquan Thornton (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"245","Cornelius Johnson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"246","Jahan Dotson (PHI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","7.4%"
"247","David Bell (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","Rashee Rice (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34.9%"
"249","Quentin Johnston (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56.2%"
"250","Ramel Keyton (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"251","Jonathan Mingo (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.3%"
"252","Kevin Austin Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"253","Rashid Shaheed (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24.6%"
"254","Montrell Washington (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"255","Dareke Young (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"256","Irvin Charles (NYJ)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"257","Tyreik McAllister (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"258","Kendric Pryor (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"259","Dennis Houston (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
