"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"258","Skyy Moore (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"259","Josh Downs (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63.4%"
"260","Montrell Washington (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"261","Dareke Young (SEA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"262","Irvin Charles (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"263","Tyreik McAllister (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"264","Kendric Pryor (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"265","Dennis Houston (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"266","Danny Gray (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"267","Jalen Virgil (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"268","Bo Melton (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"269","Xavier Weaver (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"270","Tay Martin (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"271","Deven Thompkins (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"272","Justin Shorter (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"273","Braylon Sanders (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"274","Mitchell Tinsley (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"275","Johnny Johnson III (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"276","Brandon Johnson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"277","Britain Covey (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"278","A.T. Perry (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3%"
"279","Dontayvion Wicks (GB)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","16.7%"
"280","Robert Woods (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.4%"
"281","Patrick Edwards (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"282","Allen Robinson II (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"283","Odell Beckham Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.7%"
"284","Jordan Matthews (CAR)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"285","Kenny McKinley (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"286","Mike Furrey (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"287","Maurice Purify (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"288","Nate Hughes (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"289","Marko Mitchell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"290","Bobby Wade (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"291","Chris Henry (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"292","Demario Ballard (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"293","Rod Harper (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"294","Sam Giguere (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"295","Justin Hardee Sr. (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"296","Kendrick Bourne (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"297","Zach Pascal (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"298","Mike Williams (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","20.7%"
"299","John Ross (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"300","JuJu Smith-Schuster (KC)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","9.0%"
"301","Zay Jones (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"302","Tim Patrick (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"303","Jamal Agnew (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"304","Trent Taylor (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"305","Noah Brown (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.4%"
"306","Keith Kirkwood (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"307","Trent Sherfield Sr. (MIN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"308","KhaDarel Hodge (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"309","N'Keal Harry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"310","Marquise Brown (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.4%"
"311","Kelvin Harmon (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"312","Brandon Powell (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"313","Deon Cain (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"314","Dante Pettis (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"315","Braxton Berrios (MIA)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"316","DJ Chark Jr. (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"317","Anthony Miller (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"318","River Cracraft (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"319","Alex McGough (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"320","Russell Gage (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"321","Equanimeous St. Brown (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"322","Chris Conley (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"323","Phillip Dorsett II (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"324","Chris Moore (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"325","Robbie Chosen (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"326","Laquon Treadwell (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"327","Sterling Shepard (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.2%"
"328","Velus Jones Jr. (JAC)","1","1","8","8.0","8","0","0","2","11","0","1","1","-0.1","-0.1","0.1%"
"329","Charlie Jones (CIN)","1","1","5","5.0","5","0","0","0","0","0","1","1","-1.5","-1.5","0.1%"
"330","Dee Williams (SEA)","0","0","0","0","0","0","0","0","0","0","1","1","-2.0","-2.0","0.8%"
"331","Cedrick Wilson Jr. (NO)","0","0","0","0","0","0","0","0","0","0","1","1","-2.0","-2.0","0.8%"
""
""
