"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"77","Luke McCaffrey (WAS)","3","3","18","6.0","10","0","0","0","0","0","0","1","1.8","1.8","2.7%"
"78","Tyler Boyd (TEN)","3","5","18","6.0","11","0","0","0","0","0","0","1","1.8","1.8","3.2%"
"79","Jalen Brooks (DAL)","1","1","18","18.0","18","0","0","0","0","0","0","1","1.8","1.8","0.1%"
"80","Terry McLaurin (WAS)","2","4","17","8.5","11","0","0","0","0","0","0","1","1.7","1.7","94.1%"
"81","Amari Cooper (BUF)","2","9","16","8.0","10","0","0","0","0","0","0","1","1.6","1.6","89.5%"
"82","Olamide Zaccheaus (WAS)","1","3","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","0.6%"
"83","Drake London (ATL)","2","3","15","7.5","8","0","0","0","0","0","0","1","1.5","1.5","99.0%"
"84","Joshua Palmer (LAC)","2","4","15","7.5","11","0","0","0","0","0","0","1","1.5","1.5","15.6%"
"85","Darnell Mooney (ATL)","1","3","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","75.9%"
"86","Curtis Samuel (BUF)","2","2","15","7.5","8","0","0","0","0","0","0","1","1.5","1.5","10.9%"
"87","David Moore (CAR)","1","3","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","0.1%"
"88","Amon-Ra St. Brown (DET)","3","6","13","4.3","5","0","0","0","0","0","0","1","1.3","1.3","99.8%"
"89","DeMario Douglas (NE)","2","3","12","6.0","9","0","0","0","0","0","0","1","1.2","1.2","23.1%"
"90","Kalif Raymond (DET)","0","0","0","0","0","0","0","1","12","0","0","1","1.2","1.2","1.6%"
"91","Jalen Tolbert (DAL)","1","2","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","16.0%"
"92","Chris Olave (NO)","2","2","11","5.5","17","0","0","0","0","0","0","1","1.1","1.1","87.6%"
"93","Rome Odunze (CHI)","1","4","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","68.4%"
"94","DJ Turner (LV)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.6%"
"95","Derius Davis (LAC)","0","0","0","0","0","0","0","2","9","0","0","1","0.9","0.9","0.3%"
"96","Elijah Moore (CLE)","3","6","9","3.0","4","0","0","0","0","0","0","1","0.9","0.9","15.4%"
"97","DeAndre Hopkins (KC)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","89.4%"
"98","Calvin Austin III (PIT)","1","2","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","1.8%"
"99","Mason Tipton (NO)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","2.1%"
"100","Trenton Irwin (CIN)","1","2","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.1%"
"101","Ja'Lynn Polk (NE)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","6.2%"
"102","DeAndre Carter (CHI)","1","2","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.1%"
"103","Nelson Agholor (BAL)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.4%"
"104","Jamison Crowder (WAS)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"105","Marvin Harrison Jr. (ARI)","1","3","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","97.9%"
"106","Treylon Burks (TEN)","1","2","2","2.0","2","0","0","2","1","0","0","1","0.3","0.3","1.4%"
"107","Devin Duvernay (JAC)","0","0","0","0","0","0","0","1","3","0","0","1","0.3","0.3","0.1%"
"108","Xavier Hutchinson (HOU)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","1.0%"
"109","Parker Washington (JAC)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","2.5%"
"110","Cedric Tillman (CLE)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","63.2%"
"111","Adonai Mitchell (IND)","1","5","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","9.3%"
"112","Van Jefferson (PIT)","1","2","1","1.0","1","0","0","0","0","0","0","1","0.1","0.1","0.9%"
"113","Laviska Shenault Jr. (SEA)","1","1","0","0.0","0","0","0","1","1","0","0","1","0.1","0.1","0.1%"
"114","Dax Milne (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Jaelon Darden (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"116","Dee Eskridge (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Chris Blair (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","D.J. Montgomery (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Steven Sims Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"120","Tom Kennedy (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"121","Malik Taylor (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Deonte Harty (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"123","Alex Bachman (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Nsimba Webster (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Isaiah Hodgins (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","James Proche II (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Quintez Cephus (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","KJ Hamler (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Donovan Peoples-Jones (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Jalen Reagor (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Gunner Olszewski (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Tee Higgins (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.6%"
"133","Marquez Callaway (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Parris Campbell (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Collin Johnson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Cody Thompson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Scotty Miller (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"138","Quinton Bell (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"139","Juwann Winfree (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","David Sills V (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Mecole Hardman Jr. (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"142","Lil'Jordan Humphrey (DEN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"143","Miles Boykin (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Tutu Atwell (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","4.6%"
"145","Anthony Schwartz (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Dan Chisena (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Dez Fitzpatrick (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Dyami Brown (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"149","Ihmir Smith-Marsette (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Seth Williams (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Kadarius Toney (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"152","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Cody White (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Nick Westbrook-Ikhine (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","11.2%"
"155","Quez Watkins (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Rondale Moore (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"157","Justyn Ross (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Tylan Wallace (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"159","Tarik Black (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Trishton Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Kristian Wilkerson (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Kearis Jackson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Ben Skowronek (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Tyrell Shavers (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Xavier Gipson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"167","Ryan Miller (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Nikko Remigio (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Malik Heath (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"170","Jason Brownlee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Zavier Scott (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Dylan Drummond (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Malachi Corley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.3%"
"174","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Lucky Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Devontez Walker (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"177","Jacob Cowing (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"178","Johnny Wilson (PHI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"179","Jake Bobo (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"180","Bryce Ford-Wheaton (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Jesse Matthews (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Jalen Cropper (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Jalin Hyatt (NYG)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.2%"
"184","Maurice Alexander (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Kazmeir Allen (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Elijah Cooks (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Xavier Smith (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Brycen Tremayne (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Malik Knowles (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Tyler Scott (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"191","Antoine Green (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Colton Dowell (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Grant DuBose (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"194","Jared Wayne (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Thayer Thomas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Julian Hicks (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","Cole Burgess (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","David White Jr. (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Marcus Riley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Jermaine Jackson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Terique Owens (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","JaQuae Jackson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Bryce Oliver (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Kameron Johnson (TB)","0","0","0","0","0","0","0","1","0","0","0","1","0.0","0.0","0.0%"
"205","Qadir Ismail (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","John Jackson III (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","Praise Olatoke (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","John Jiles (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Tanner Knue (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Jaylen Johnson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","Jeff Foreman (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Roman Wilson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"213","Jamari Thrash (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Brenden Rice (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"215","Ricky Pearsall (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38.9%"
"216","Malik Washington (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"217","Xavier Johnson (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Casey Washington (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"219","Drake Stoops (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Jeshaun Jones (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Tejhaun Palmer (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Marcus Rosemy-Jacksaint (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Ryan Flournoy (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"224","Bub Means (NO)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.2%"
"225","Joshua Cephus (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","Jha'Quan Jackson (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"227","Isaiah Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"228","Tahj Washington (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"229","Jalen Coker (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.9%"
"230","Anthony Gould (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"231","Dayton Wade (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Austin Trammell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Brandon Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","Terrace Marshall Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Michael Strachan (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Ainias Smith (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"237","Simi Fehoko (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"238","Jordan Whittington (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.9%"
"239","Erik Ezukanma (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"240","Samori Toure (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"241","Tim Jones (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"242","Michael Bandy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"243","Jermaine Burton (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.1%"
"244","Malik Cunningham (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"245","Kayshon Boutte (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.4%"
"246","Rakim Jarrett (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"247","Ronnie Bell (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"248","Javon Baker (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"249","John Metchie III (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"250","Marvin Mims Jr. (DEN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.8%"
"251","Troy Franklin (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.7%"
"252","Jahan Dotson (PHI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","7.4%"
"253","David Bell (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"254","Ramel Keyton (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"255","Cornelius Johnson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"256","Kevin Austin Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"257","Michael Woods II (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
