"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"20","Saquon Barkley (PHI)","10","84","8.4","59","1","0","2","4","32","16.0","0","0","1","11.6","11.6","99.8%"
"21","Bucky Irving (TB)","10","49","4.9","15","0","1","1","2","6","6.0","0","0","1","11.5","11.5","76.2%"
"22","Dare Ogunbowale (HOU)","2","7","3.5","6","0","0","4","4","47","11.8","1","0","1","11.4","11.4","0.9%"
"23","Tyjae Spears (TEN)","15","39","2.6","9","0","1","2","2","0","0.0","0","0","1","9.9","9.9","50.7%"
"24","Tank Bigsby (JAC)","7","90","12.9","58","2","0","0","0","0","0","0","0","1","9.0","9.0","38.4%"
"25","Roschon Johnson (CHI)","7","26","3.7","8","0","1","0","0","0","0","0","0","1","8.6","8.6","21.4%"
"26","Jerome Ford (CLE)","10","58","5.8","35","1","0","7","7","27","3.9","0","0","1","8.5","8.5","50.8%"
"27","Kareem Hunt (KC)","14","69","4.9","10","0","0","2","3","16","8.0","0","0","1","8.5","8.5","88.5%"
"28","Rachaad White (TB)","10","49","4.9","17","0","0","2","3","35","17.5","0","0","1","8.4","8.4","92.8%"
"29","Javonte Williams (DEN)","16","77","4.8","16","0","0","2","3","3","1.5","0","0","1","8.0","8.0","85.3%"
"30","Tyler Allgeier (ATL)","8","60","7.5","15","0","0","2","2","20","10.0","0","0","1","8.0","8.0","39.5%"
"31","Antonio Gibson (NE)","6","12","2.0","5","0","0","3","4","67","22.3","0","0","1","7.9","7.9","20.5%"
"32","Josh Jacobs (GB)","9","51","5.7","13","0","0","4","6","27","6.8","0","0","1","7.8","7.8","98.6%"
"33","Bijan Robinson (ATL)","7","28","4.0","9","0","0","4","4","46","11.5","0","0","1","7.4","7.4","99.8%"
"34","Samaje Perine (KC)","5","14","2.8","4","0","1","0","0","0","0","0","0","1","7.4","7.4","17.4%"
"35","Najee Harris (PIT)","13","19","1.5","5","0","0","3","6","54","18.0","0","0","1","7.3","7.3","91.8%"
"36","Ty Johnson (BUF)","1","3","3.0","3","0","1","0","0","0","0","0","0","1","6.3","6.3","1.7%"
"37","Cordarrelle Patterson (PIT)","6","43","7.2","12","0","0","2","2","19","9.5","0","0","1","6.2","6.2","1.1%"
"38","J.K. Dobbins (LAC)","14","32","2.3","12","0","0","3","4","30","10.0","0","0","1","6.2","6.2","91.4%"
"39","Travis Etienne Jr. (JAC)","11","50","4.5","13","0","0","1","2","10","10.0","0","0","1","6.0","6.0","85.6%"
"40","Alexander Mattison (LV)","5","60","12.0","24","1","0","0","1","0","0","0","0","1","6.0","6.0","50.7%"
"41","Patrick Ricard (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","6.0","6.0","0.1%"
"42","Zach Charbonnet (SEA)","2","15","7.5","12","0","0","5","5","39","7.8","0","0","1","5.4","5.4","60.3%"
"43","Cam Akers (MIN)","13","53","4.1","15","0","0","0","0","0","0","0","0","1","5.3","5.3","27.0%"
"44","Trey Benson (ARI)","9","50","5.6","13","0","0","0","0","0","0","0","0","1","5.0","5.0","26.9%"
"45","James Cook (BUF)","9","39","4.3","8","0","0","1","1","9","9.0","0","0","1","4.8","4.8","98.3%"
"46","Miles Sanders (CAR)","6","32","5.3","14","0","0","3","4","14","4.7","0","0","1","4.6","4.6","3.4%"
"47","Jaleel McLaughlin (DEN)","9","46","5.1","10","0","0","1","1","0","0.0","0","0","1","4.6","4.6","15.4%"
"48","Braelon Allen (NYJ)","8","34","4.3","9","0","0","1","1","12","12.0","0","0","1","4.6","4.6","26.4%"
"49","Rhamondre Stevenson (NE)","13","43","3.3","13","0","0","4","5","19","4.8","0","1","1","4.2","4.2","92.0%"
"50","Devin Singletary (NYG)","14","24","1.7","5","0","0","1","1","14","14.0","0","0","1","3.8","3.8","51.9%"
"51","Jaylen Wright (MIA)","9","32","3.6","20","1","0","0","1","0","0","0","0","1","3.2","3.2","9.0%"
"52","Zamir White (LV)","17","50","2.9","17","0","0","0","1","0","0","0","1","1","3.0","3.0","42.3%"
"53","De'Von Achane (MIA)","10","15","1.5","5","0","0","3","3","14","4.7","0","0","1","2.9","2.9","99.5%"
"54","Emanuel Wilson (GB)","8","27","3.4","8","0","0","0","1","0","0","0","0","1","2.7","2.7","3.8%"
"55","Ronnie Rivers (LAR)","6","26","4.3","11","0","0","0","0","0","0","0","0","1","2.6","2.6","0.1%"
"56","Emari Demercado (ARI)","4","24","6.0","16","0","0","1","1","0","0.0","0","0","1","2.4","2.4","0.9%"
"57","Ezekiel Elliott (DAL)","5","19","3.8","8","0","0","1","1","5","5.0","0","0","1","2.4","2.4","36.5%"
"58","Hunter Luepke (DAL)","2","8","4.0","6","0","0","2","2","14","7.0","0","0","1","2.2","2.2","0.1%"
"59","Tyrone Tracy Jr. (NYG)","4","2","0.5","1","0","0","1","1","19","19.0","0","0","1","2.1","2.1","81.9%"
"60","Gus Edwards (LAC)","6","19","3.2","5","0","0","0","0","0","0","0","0","1","1.9","1.9","22.9%"
"61","Jamaal Williams (NO)","3","11","3.7","4","0","0","2","2","8","4.0","0","0","1","1.9","1.9","3.8%"
"62","Breece Hall (NYJ)","10","4","0.4","3","0","0","2","5","14","7.0","0","0","1","1.8","1.8","99.6%"
"63","J.J. Taylor (HOU)","6","18","3.0","7","0","0","0","1","0","0","0","0","1","1.8","1.8","0.1%"
"64","Sean Tucker (TB)","1","3","3.0","3","0","0","1","1","14","14.0","0","0","1","1.7","1.7","2.8%"
"65","JaMycal Hasty (NE)","3","15","5.0","9","0","0","0","1","0","0","0","0","1","1.5","1.5","0.3%"
"66","Ty Chandler (MIN)","3","5","1.7","3","0","0","1","1","8","8.0","0","0","1","1.3","1.3","23.7%"
"67","Kyle Juszczyk (SF)","0","0","0","0","0","0","1","1","12","12.0","0","0","1","1.2","1.2","0.9%"
"68","Tyreik McAllister (LV)","2","11","5.5","10","0","0","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"69","Ray Davis (BUF)","7","11","1.6","7","0","0","0","0","0","0","0","0","1","1.1","1.1","20.8%"
"70","Kenneth Gainwell (PHI)","2","9","4.5","9","0","0","0","1","0","0","0","0","1","0.9","0.9","2.7%"
"71","Trey Sermon (IND)","5","8","1.6","6","0","0","0","0","0","0","0","0","1","0.8","0.8","6.7%"
"72","D'Onta Foreman (CLE)","4","2","0.5","1","0","0","1","1","5","5.0","0","0","1","0.7","0.7","5.6%"
"73","Aaron Shampklin (PIT)","1","5","5.0","5","0","0","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"74","Michael Burton (DEN)","0","0","0","0","0","0","1","1","3","3.0","0","0","1","0.3","0.3","0.0%"
"75","Eric Gray (NYG)","1","1","1.0","1","0","0","0","0","0","0","0","0","1","0.1","0.1","1.2%"
"76","Darrynton Evans (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","AJ Dillon (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"78","Joshua Kelley (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Clyde Edwards-Helaire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.7%"
"80","D'Ernest Johnson (JAC)","2","0","0.0","1","0","0","0","0","0","0","0","0","1","0.0","0.0","2.4%"
"81","Patrick Taylor Jr. (SF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"82","Salvon Ahmed (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"83","DeeJay Dallas (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"84","Craig Reynolds (DET)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"85","Mike Weber (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"86","Travis Homer (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"87","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.9%"
"88","Alec Ingold (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"89","Jakob Johnson (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"90","Jaret Patterson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"92","Jonathan Ward (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"93","Raheem Blackshear (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"94","Jermar Jefferson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Keaton Mitchell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.4%"
"96","Xazavian Valladay (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Kenny McIntosh (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"98","Evan Hull (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"99","Scott Matlock (LAC)","0","0","0","0","0","0","1","1","7","7.0","0","0","1","0.0","0.0","0.2%"
"100","Jabari Small (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Kendre Miller (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.4%"
"102","Brittain Brown (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Troy Hairston II (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Julius Chestnut (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"105","Carlos Washington Jr. (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Chris Collier (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Colson Yankoff (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"108","Jacob Kibodi (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Dante Miller (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Louis Rees-Zammit (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Blake Watson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Michael Wiley (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Kimani Vidal (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.4%"
"114","Jawhar Jordan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Sione Vaki (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"116","Ian Wheeler (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Terrell Jennings (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","British Brooks (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"119","Frank Gore Jr. (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"120","Isaiah Davis (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"121","Ellis Merriweather (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Owen Wright (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Rasheen Ali (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"124","Chris Brooks (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"125","Jordan Mims (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"126","Deneric Prince (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Zavier Scott (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Robert Burns (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Dillon Johnson (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Cody Schrader (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Dylan Laube (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.2%"
"132","Jonathon Brooks (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59.2%"
"133","Israel Abanikanda (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"134","Kendall Milton (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Tyrion Davis-Price (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Deuce Vaughn (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.2%"
"137","Tyler Goodson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.8%"
"138","Dameon Pierce (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.9%"
"139","Will Shipley (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.9%"
"140","George Holani (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","D.J. Williams (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Audric Estime (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.0%"
"143","Blake Corum (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.8%"
"144","Javian Hawkins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Keilan Robinson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Jase McClellan (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"147","Elijah Mitchell (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"148","Chris Evans (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Khalil Herbert (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.6%"
"150","Michael Carter (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"151","Hassan Haskins (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"152","Velus Jones Jr. (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"153","Isiah Pacheco (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.7%"
"154","Jaylen Warren (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62.0%"
"155","Malik Davis (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Pierre Strong Jr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"157","Sincere McCormick (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Keaontay Ingram (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","MarShawn Lloyd (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.6%"
"160","Kevin Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Adam Prentice (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"162","Gary Brightwell (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"163","Avery Williams (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"164","Kene Nwangwu (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Nick Bellore (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"166","Jay Finley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Shane Bannon (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Kenny Irons (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Anthony Alridge (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Chad Simpson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Dantrell Savage (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Xavier Omon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Garrett Mills (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Samkon Gado (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Madison Hedgecock (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Austin Ekeler (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.4%"
"177","Taquan Mizzell (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","Joe Mixon (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.1%"
"179","Christian McCaffrey (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.7%"
"180","Dalvin Cook (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6%"
"181","C.J. Ham (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"182","Jeff Wilson Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"183","Mike Boone (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Nyheim Hines (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"185","Myles Gaskin (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"186","Nick Chubb (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84.3%"
"187","Chase Edmonds (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"188","Ameer Abdullah (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","25.9%"
"189","Brennan Clay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Tim Flanders (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Willie Carter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Raheem Mostert (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65.8%"
"193","Carson Steele (KC)","2","6","3.0","3","0","0","1","3","0","0.0","0","1","1","-1.4","-1.4","3.0%"
"194","Isaac Guerendo (SF)","1","0","0.0","0","0","0","0","0","0","0","0","1","1","-2.0","-2.0","5.9%"
"195","Tyler Badie (DEN)","1","0","0.0","0","0","0","2","2","-4","-2.0","0","1","1","-2.4","-2.4","0.7%"
""
""
