"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"18","Justin Jefferson (MIN)","8","9","115","14.4","27","1","0","0","0","0","0","1","11.5","11.5","99.8%"
"19","Ja'Marr Chase (CIN)","9","11","54","6.0","13","0","1","0","0","0","0","1","11.4","11.4","99.8%"
"20","Garrett Wilson (NYJ)","5","8","113","22.6","35","4","0","0","0","0","0","1","11.3","11.3","99.4%"
"21","Jakobi Meyers (LV)","6","7","52","8.7","17","0","1","0","0","0","0","1","11.2","11.2","64.9%"
"22","Cooper Kupp (LAR)","5","8","51","10.2","27","1","1","0","0","0","0","1","11.1","11.1","98.7%"
"23","Puka Nacua (LAR)","7","9","106","15.1","21","1","0","2","5","0","0","1","11.1","11.1","97.7%"
"24","Khalil Shakir (BUF)","9","10","107","11.9","35","1","0","1","2","0","0","1","10.9","10.9","77.7%"
"25","Darius Slayton (NYG)","4","7","108","27.0","43","2","0","0","0","0","0","1","10.8","10.8","13.9%"
"26","Chris Olave (NO)","8","14","107","13.4","28","2","0","0","0","0","0","1","10.7","10.7","87.6%"
"27","Nick Westbrook-Ikhine (TEN)","2","4","39","19.5","34","1","1","0","0","0","0","1","9.9","9.9","11.2%"
"28","Xavier Worthy (KC)","4","8","37","9.3","16","0","1","0","0","0","0","1","9.7","9.7","81.4%"
"29","Nelson Agholor (BAL)","3","5","36","12.0","14","0","1","0","0","0","0","1","9.6","9.6","0.4%"
"30","Tank Dell (HOU)","4","4","35","8.8","12","0","1","0","0","0","0","1","9.5","9.5","91.5%"
"31","Xavier Legette (CAR)","4","7","34","8.5","23","1","1","1","0","0","0","1","9.4","9.4","39.8%"
"32","DJ Turner (LV)","4","4","28","7.0","11","0","1","1","4","0","0","1","9.2","9.2","0.6%"
"33","Michael Wilson (ARI)","5","6","31","6.2","12","0","1","0","0","0","0","1","9.1","9.1","13.2%"
"34","Courtland Sutton (DEN)","8","11","100","12.5","37","2","0","0","0","0","1","1","9.1","9.1","85.9%"
"35","Deebo Samuel Sr. (SF)","4","7","71","17.8","47","1","0","4","15","0","0","1","8.6","8.6","98.2%"
"36","Elijah Moore (CLE)","8","12","85","10.6","19","0","0","0","0","0","0","1","8.5","8.5","15.4%"
"37","A.J. Brown (PHI)","5","6","84","16.8","29","2","0","0","0","0","0","1","8.4","8.4","99.6%"
"38","Jerry Jeudy (CLE)","5","8","79","15.8","30","1","0","0","0","0","0","1","7.9","7.9","58.7%"
"39","Ricky Pearsall (SF)","4","4","38","9.5","13","0","0","1","39","0","0","1","7.7","7.7","38.9%"
"40","Stefon Diggs (HOU)","5","9","81","16.2","49","1","0","1","-4","0","0","1","7.7","7.7","43.5%"
"41","George Pickens (PIT)","4","5","74","18.5","43","1","0","0","0","0","0","1","7.4","7.4","95.0%"
"42","Tyreek Hill (MIA)","6","9","72","12.0","30","1","0","0","0","0","0","1","7.2","7.2","99.6%"
"43","Romeo Doubs (GB)","3","6","72","24.0","29","2","0","0","0","0","0","1","7.2","7.2","54.7%"
"44","Joshua Palmer (LAC)","2","4","72","36.0","45","2","0","0","0","0","0","1","7.2","7.2","15.6%"
"45","Malik Nabers (NYG)","7","13","71","10.1","16","0","0","0","0","0","0","1","7.1","7.1","98.5%"
"46","Trent Sherfield Sr. (MIN)","1","1","10","10.0","10","0","1","0","0","0","0","1","7.0","7.0","0.1%"
"47","Jaxon Smith-Njigba (SEA)","6","7","69","11.5","18","0","0","0","0","0","0","1","6.9","6.9","87.3%"
"48","Amon-Ra St. Brown (DET)","2","2","7","3.5","6","0","1","0","0","0","0","1","6.7","6.7","99.8%"
"49","Van Jefferson (PIT)","4","5","62","15.5","36","1","0","0","0","0","0","1","6.2","6.2","0.9%"
"50","Xavier Gipson (NYJ)","1","1","1","1.0","1","0","1","0","0","0","0","1","6.1","6.1","0.6%"
"51","Christian Kirk (JAC)","2","5","59","29.5","33","2","0","0","0","0","0","1","5.9","5.9","48.4%"
"52","Rakim Jarrett (TB)","3","3","58","19.3","20","1","0","0","0","0","0","1","5.8","5.8","0.1%"
"53","Jayden Reed (GB)","2","3","55","27.5","51","1","0","1","0","0","0","1","5.5","5.5","92.9%"
"54","Rome Odunze (CHI)","3","6","41","13.7","16","0","0","2","13","0","0","1","5.4","5.4","68.4%"
"55","Davante Adams (NYJ)","4","6","54","13.5","16","0","0","0","0","0","0","1","5.4","5.4","98.8%"
"56","Jalen McMillan (TB)","4","7","35","8.8","13","0","0","1","17","0","0","1","5.2","5.2","18.4%"
"57","Parker Washington (JAC)","3","4","46","15.3","23","1","0","0","0","0","0","1","4.6","4.6","2.5%"
"58","Kayshon Boutte (NE)","3","6","46","15.3","34","1","0","0","0","0","0","1","4.6","4.6","3.4%"
"59","Jaylen Waddle (MIA)","4","6","45","11.3","20","1","0","0","0","0","0","1","4.5","4.5","87.8%"
"60","Jalen Tolbert (DAL)","3","3","44","14.7","28","1","0","0","0","0","0","1","4.4","4.4","16.0%"
"61","Jermaine Burton (CIN)","1","3","41","41.0","41","1","0","0","0","0","0","1","4.1","4.1","2.1%"
"62","Keenan Allen (CHI)","2","7","39","19.5","22","1","0","0","0","0","0","1","3.9","3.9","70.3%"
"63","David Moore (CAR)","4","5","39","9.8","13","0","0","0","0","0","0","1","3.9","3.9","0.1%"
"64","Christian Watson (GB)","4","6","39","9.8","14","0","0","0","0","0","0","1","3.9","3.9","56.2%"
"65","Bub Means (NO)","1","1","36","36.0","36","1","0","0","0","0","0","1","3.6","3.6","1.2%"
"66","Jalen Reagor (LAC)","2","2","35","17.5","24","1","0","0","0","0","0","1","3.5","3.5","0.0%"
"67","DJ Moore (CHI)","2","4","27","13.5","27","1","0","2","7","0","0","1","3.4","3.4","94.0%"
"68","Drake London (ATL)","4","6","34","8.5","13","0","0","0","0","0","0","1","3.4","3.4","99.0%"
"69","Tre Tucker (LV)","2","3","26","13.0","20","1","0","1","7","0","0","1","3.3","3.3","6.7%"
"70","Justin Watson (KC)","3","3","33","11.0","19","0","0","0","0","0","0","1","3.3","3.3","0.7%"
"71","Wan'Dale Robinson (NYG)","5","5","30","6.0","8","0","0","0","0","0","0","1","3.0","3.0","49.8%"
"72","DeAndre Hopkins (KC)","2","3","29","14.5","16","0","0","0","0","0","0","1","2.9","2.9","89.4%"
"73","Trey Palmer (TB)","2","2","29","14.5","25","1","0","0","0","0","0","1","2.9","2.9","1.7%"
"74","John Metchie III (HOU)","3","4","29","9.7","28","1","0","0","0","0","0","1","2.9","2.9","1.0%"
"75","Devaughn Vele (DEN)","3","3","28","9.3","16","0","0","0","0","0","0","1","2.8","2.8","5.1%"
"76","Rashod Bateman (BAL)","1","5","28","28.0","28","1","0","0","0","0","0","1","2.8","2.8","31.0%"
"77","KaVontae Turpin (DAL)","1","4","16","16.0","16","0","0","1","11","0","0","1","2.7","2.7","1.5%"
"78","Ray-Ray McCloud III (ATL)","3","3","9","3.0","6","0","0","1","17","0","0","1","2.6","2.6","16.1%"
"79","Jordan Addison (MIN)","2","3","22","11.0","14","0","0","0","0","0","0","1","2.2","2.2","77.1%"
"80","Tim Jones (JAC)","1","2","20","20.0","20","1","0","0","0","0","0","1","2.0","2.0","0.0%"
"81","Tyquan Thornton (KC)","2","3","20","10.0","14","0","0","0","0","0","0","1","2.0","2.0","0.1%"
"82","Xavier Hutchinson (HOU)","1","1","19","19.0","19","0","0","0","0","0","0","1","1.9","1.9","1.0%"
"83","Ryan Miller (TB)","3","5","19","6.3","7","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"84","Robert Woods (HOU)","2","2","18","9.0","13","0","0","0","0","0","0","1","1.8","1.8","1.4%"
"85","Sterling Shepard (TB)","3","5","18","6.0","9","0","0","0","0","0","0","1","1.8","1.8","8.2%"
"86","Tutu Atwell (LAR)","1","2","18","18.0","18","0","0","0","0","0","0","1","1.8","1.8","4.6%"
"87","Michael Pittman Jr. (IND)","1","6","16","16.0","16","0","0","0","0","0","0","1","1.6","1.6","85.7%"
"88","Jalen Nailor (MIN)","2","4","16","8.0","9","0","0","0","0","0","0","1","1.6","1.6","9.4%"
"89","Jake Bobo (SEA)","1","1","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","0.2%"
"90","Mason Tipton (NO)","2","2","14","7.0","10","0","0","0","0","0","0","1","1.4","1.4","2.1%"
"91","Tyler Boyd (TEN)","3","6","14","4.7","5","0","0","0","0","0","0","1","1.4","1.4","3.2%"
"92","DeMario Douglas (NE)","2","3","12","6.0","9","0","0","0","0","0","0","1","1.2","1.2","23.1%"
"93","Alec Pierce (IND)","1","4","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","23.7%"
"94","Dontayvion Wicks (GB)","2","2","11","5.5","6","0","0","0","0","0","0","1","1.1","1.1","16.7%"
"95","Laviska Shenault Jr. (SEA)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.1%"
"96","Tyler Lockett (SEA)","1","3","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","63.2%"
"97","Troy Franklin (DEN)","1","2","6","6.0","6","0","0","1","3","0","0","1","0.9","0.9","3.7%"
"98","Adonai Mitchell (IND)","1","4","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","9.3%"
"99","Greg Dortch (ARI)","1","2","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","6.5%"
"100","Marvin Mims Jr. (DEN)","1","2","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","2.8%"
"101","Luke McCaffrey (WAS)","1","2","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","2.7%"
"102","Mecole Hardman Jr. (KC)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.7%"
"103","DeAndre Carter (CHI)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.1%"
"104","Dyami Brown (WAS)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.6%"
"105","Isaiah Williams (CIN)","2","3","6","3.0","4","0","0","0","0","0","0","1","0.6","0.6","0.1%"
"106","Dee Eskridge (MIA)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"107","Tyler Johnson (LAR)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","10.0%"
"108","Trenton Irwin (CIN)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.1%"
"109","Zay Jones (ARI)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","1.8%"
"110","Amari Cooper (BUF)","1","2","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","89.5%"
"111","Lil'Jordan Humphrey (DEN)","4","6","22","5.5","8","0","0","0","0","0","1","1","0.2","0.2","1.1%"
"112","Dax Milne (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Jaelon Darden (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"114","Chris Blair (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Steven Sims Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","D.J. Montgomery (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Tom Kennedy (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Olamide Zaccheaus (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"119","Malik Taylor (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Deonte Harty (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"121","Alex Bachman (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Nsimba Webster (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","James Proche II (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Donovan Peoples-Jones (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Isaiah Hodgins (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","KJ Hamler (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Quintez Cephus (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Gabe Davis (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","26.2%"
"129","Devin Duvernay (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"130","Brandon Aiyuk (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56.7%"
"131","Gunner Olszewski (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Tee Higgins (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.6%"
"133","Parris Campbell (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Cody Thompson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Collin Johnson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Scotty Miller (PIT)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"137","Quinton Bell (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Juwann Winfree (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","David Sills V (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Diontae Johnson (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72.8%"
"141","Miles Boykin (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Ashton Dulin (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"143","Nico Collins (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.0%"
"144","Anthony Schwartz (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Dez Fitzpatrick (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Dan Chisena (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Ihmir Smith-Marsette (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"149","Seth Williams (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Kadarius Toney (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"151","Marquez Callaway (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Cody White (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","K.J. Osborn (NE)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.5%"
"154","Quez Watkins (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"156","Rondale Moore (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"157","Justyn Ross (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Tarik Black (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Jauan Jennings (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72.3%"
"160","Trishton Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Tylan Wallace (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"162","Kristian Wilkerson (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Ben Skowronek (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Nikko Remigio (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Tyrell Shavers (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Jason Brownlee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Zavier Scott (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Malik Heath (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"169","Malachi Corley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.3%"
"170","Devontez Walker (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"171","Dylan Drummond (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Lucky Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Bryce Ford-Wheaton (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Jacob Cowing (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"176","Johnny Wilson (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"177","Derius Davis (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"178","Andrei Iosivas (CIN)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","4.0%"
"179","Charlie Jones (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"180","Jesse Matthews (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Jalen Cropper (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Jalin Hyatt (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"183","Maurice Alexander (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Kazmeir Allen (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Elijah Cooks (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Thayer Thomas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Xavier Smith (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"188","Brycen Tremayne (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Malik Knowles (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Jared Wayne (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Grant DuBose (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Tyler Scott (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"193","Antoine Green (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Colton Dowell (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Jalen Brooks (DAL)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"196","Julian Hicks (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","Cole Burgess (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","David White Jr. (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Marcus Riley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Jermaine Jackson (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"201","Terique Owens (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","JaQuae Jackson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Bryce Oliver (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Kameron Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Qadir Ismail (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","John Jackson III (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","Praise Olatoke (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","John Jiles (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Tanner Knue (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Jaylen Johnson (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"211","Jeff Foreman (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Roman Wilson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"213","Jamari Thrash (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Ja'Lynn Polk (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.2%"
"215","Brenden Rice (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"216","Xavier Johnson (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","Casey Washington (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Drake Stoops (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"219","Jeshaun Jones (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Tejhaun Palmer (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Tahj Washington (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Malik Washington (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.2%"
"223","Marcus Rosemy-Jacksaint (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Joshua Cephus (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Jha'Quan Jackson (TEN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"226","Ryan Flournoy (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"227","Anthony Gould (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Dayton Wade (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"229","Brandon Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","Austin Trammell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","Terrace Marshall Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Simi Fehoko (LAC)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"233","Michael Strachan (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","Jameson Williams (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82.6%"
"235","Erik Ezukanma (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Samori Toure (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"237","Michael Woods II (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Michael Bandy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","Ainias Smith (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"240","Jordan Whittington (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.9%"
"241","Skyy Moore (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"242","Kearis Jackson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"243","Malik Cunningham (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"244","Ronnie Bell (SF)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"245","Cornelius Johnson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"246","Javon Baker (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.9%"
"247","Treylon Burks (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"248","Jahan Dotson (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","7.4%"
"249","David Bell (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"250","Rashee Rice (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34.9%"
"251","Quentin Johnston (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56.2%"
"252","Ramel Keyton (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"253","Jonathan Mingo (DAL)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.3%"
"254","Kevin Austin Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"255","Rashid Shaheed (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24.6%"
"256","Montrell Washington (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"257","Dareke Young (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
