"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"1","Andrew Van Ginkel (MIN)","7","1","2","0","0","0","0","0","1","26.8","26.8","46.8%"
"2","Frankie Luvu (WAS)","6","4","2","0","0","0","0","0","1","25.0","25.0","23.1%"
"3","Terrel Bernard (BUF)","3","5","1","1","1","0","0","0","1","21.3","21.3","33.7%"
"4","Roquan Smith (BAL)","8","5","0","0","0","0","0","0","1","20.8","20.8","92.0%"
"5","Zack Baun (PHI)","8","6","0","1","0","0","0","0","1","20.5","20.5","75.1%"
"6","Patrick Queen (PIT)","3","7","0","0","0","1","1","0","1","20.3","20.3","33.9%"
"7","Kenneth Murray Jr. (TEN)","5","5","1","0","0","0","0","0","1","17.8","17.8","7.3%"
"8","Demario Davis (NO)","3","10","0","2","0","0","0","0","1","17.5","17.5","11.0%"
"9","Jordyn Brooks (MIA)","8","4","0","0","0","0","0","0","1","17.5","17.5","34.9%"
"10","Devin Bush Jr. (CLE)","6","2","0","0","0","0","0","0","1","15.5","15.5","1.2%"
"11","Nakobe Dean (PHI)","8","2","0","1","0","0","0","0","1","15.0","15.0","17.1%"
"12","Ogbo Okoronkwo (CLE)","2","2","1","0","0","1","0","0","1","15.0","15.0","0.8%"
"13","Kaden Elliss (ATL)","7","2","0","0","0","0","0","0","1","14.5","14.5","43.9%"
"14","Ernest Jones (SEA)","6","7","0","0","0","0","0","0","1","14.3","14.3","54.1%"
"15","Daiyan Henley (LAC)","5","6","0","1","0","0","0","0","1","13.5","13.5","19.4%"
"16","Jack Campbell (DET)","3","6","0.5","0","0","0","0","0","1","13.5","13.5","20.3%"
"17","T.J. Watt (PIT)","3","0","1","0","0","0","0","0","1","13.5","13.5","75.7%"
"18","Rashan Gary (GB)","3","3","1","0","0","0","0","0","1","13.3","13.3","5.2%"
"19","Logan Wilson (CIN)","4","4","0","0","0","1","0","0","1","13.0","13.0","45.0%"
"20","Brenton Cox Jr. (GB)","2","1","1","0","0","0","0","0","1","12.8","12.8","0.1%"
"21","Henry To'oTo'o (HOU)","6","1","0","0","0","0","0","0","1","12.3","12.3","15.9%"
"22","Leonard Floyd (SF)","2","1","1.5","0","0","0","0","0","1","12.3","12.3","5.7%"
"23","Anthony Walker Jr. (MIA)","6","4","0","0","0","0","0","0","1","12.0","12.0","2.4%"
"24","Robert Spillane (LV)","5","6","0","0","0","0","0","0","1","12.0","12.0","53.8%"
"25","Cody Barton (DEN)","3","1","0","1","1","0","0","0","1","11.8","11.8","8.1%"
"26","Foyesade Oluokun (JAC)","6","3","0","0","0","0","0","0","1","11.3","11.3","68.7%"
"27","Quay Walker (GB)","5","3","0","1","0","0","0","0","1","11.3","11.3","29.0%"
"28","Christian Rozeboom (LAR)","4","7","0","0","0","0","0","0","1","11.3","11.3","6.2%"
"29","Matthew Judon (ATL)","3","0","1","0","0","0","0","0","1","11.0","11.0","10.7%"
"30","Blake Cashman (MIN)","2","2","1","0","0","0","0","0","1","11.0","11.0","11.4%"
"31","Mohamoud Diabate (CLE)","4","3","0","0","0","0","0","0","1","10.8","10.8","1.1%"
"32","T.J. Edwards (CHI)","5","1","0","0","0","0","0","0","1","10.8","10.8","68.0%"
"33","Tyrice Knight (SEA)","4","6","0","0","0","0","0","0","1","10.5","10.5","2.5%"
"34","Eric Kendricks (DAL)","5","4","0","0","0","0","0","0","1","10.5","10.5","37.0%"
"35","Nate Landman (ATL)","5","3","0","0","0","0","0","0","1","9.8","9.8","3.7%"
"36","E.J. Speed (IND)","4","5","0","0","0","0","0","0","1","9.8","9.8","50.0%"
"37","Payton Wilson (PIT)","2","0","0","1","1","0","0","0","1","9.5","9.5","2.9%"
"38","Nick Bolton (KC)","5","2","0","0","0","0","0","0","1","9.0","9.0","36.1%"
"39","Jerome Baker (TEN)","4","4","0","0","0","0","0","0","1","9.0","9.0","4.6%"
"40","Germaine Pratt (CIN)","4","4","0","0","0","0","0","0","1","9.0","9.0","37.6%"
"41","Bobby Wagner (WAS)","4","4","0","0","0","0","0","0","1","9.0","9.0","72.2%"
"42","Von Miller (BUF)","1","1","1","0","0","0","0","0","1","8.8","8.8","1.1%"
"43","Alex Anzalone (DET)","3","2","0","0","0","0","0","0","1","8.5","8.5","24.7%"
"44","Azeez Al-Shaair (HOU)","4","3","0","0","0","0","0","0","1","8.3","8.3","28.3%"
"45","Ventrell Miller (JAC)","4","3","0","0","0","0","0","0","1","8.3","8.3","4.3%"
"46","Drue Tranquill (KC)","3","5","0","0","0","0","0","0","1","8.3","8.3","15.5%"
"47","Edgerrin Cooper (GB)","4","3","0","0","0","0","0","0","1","8.3","8.3","4.7%"
"48","Omar Speights (LAR)","5","1","0","0","0","0","0","0","1","8.3","8.3","1.6%"
"49","Jonah Elliss (DEN)","1","0","1","0","0","0","0","0","1","8.0","8.0","0.6%"
"50","Jahlani Tavai (NE)","4","2","0","0","0","0","0","0","1","7.5","7.5","6.0%"
"51","Jamien Sherwood (NYJ)","4","2","0","0","0","0","0","0","1","7.5","7.5","20.1%"
"52","Malik Harrison (BAL)","4","2","0","0","0","0","0","0","1","7.5","7.5","0.4%"
"53","Charles Snowden (LV)","1","2","0","1","0","0","0","0","1","7.0","7.0","1.0%"
"54","Pete Werner (NO)","3","3","0","0","0","0","0","0","1","6.8","6.8","2.6%"
"55","Quincy Williams (NYJ)","3","3","0","0","0","0","0","0","1","6.8","6.8","38.8%"
"56","Leo Chenal (KC)","4","1","0","0","0","0","0","0","1","6.8","6.8","2.7%"
"57","DeMarvion Overshown (DAL)","4","1","0","0","0","0","0","0","1","6.8","6.8","8.7%"
"58","De'Vondre Campbell Sr. (SF)","2","5","0","0","0","0","0","0","1","6.8","6.8","3.6%"
"59","Nick Herbig (PIT)","1","1","0","0","0","1","0","0","1","6.3","6.3","1.5%"
"60","Zaire Franklin (IND)","3","2","0","0","0","0","0","0","1","6.0","6.0","91.1%"
"61","Devin Lloyd (JAC)","3","2","0","0","0","0","0","0","1","6.0","6.0","18.1%"
"62","Harold Landry III (TEN)","2","4","0","0","0","0","0","0","1","6.0","6.0","24.5%"
"63","Denzel Perryman (LAC)","3","2","0","0","0","0","0","0","1","6.0","6.0","1.9%"
"64","Tremaine Edmunds (CHI)","1","6","0","0","0","0","0","0","1","6.0","6.0","13.4%"
"65","Jordan Hicks (CLE)","2","4","0","0","0","0","0","0","1","6.0","6.0","6.5%"
"66","Justin Strnad (DEN)","2","0","0","0","0","0","0","0","1","5.5","5.5","1.9%"
"67","Trenton Simpson (BAL)","2","3","0","0","0","0","0","0","1","5.3","5.3","8.2%"
"68","Divine Deablo (LV)","3","1","0","0","0","0","0","0","1","5.3","5.3","4.1%"
"69","Devin White (HOU)","3","1","0","0","0","0","0","0","1","5.3","5.3","3.1%"
"70","Jack Sanborn (CHI)","1","1","0","0","0","0","0","0","1","4.8","4.8","0.9%"
"71","Jake Hansen (HOU)","2","1","0","0","0","0","0","0","1","3.8","3.8","0.1%"
