"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"259","Dareke Young (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"260","Irvin Charles (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"261","Tyreik McAllister (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"262","Dennis Houston (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"263","Jalen Virgil (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"264","Velus Jones Jr. (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"265","Danny Gray (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"266","Braylon Sanders (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"267","Xavier Weaver (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"268","Tay Martin (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"269","Justin Shorter (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"270","Johnny Johnson III (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"271","Mitchell Tinsley (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"272","Brandon Johnson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"273","Britain Covey (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"274","A.T. Perry (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3%"
"275","Dontayvion Wicks (GB)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","16.7%"
"276","Deebo Samuel Sr. (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.2%"
"277","Patrick Edwards (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"278","Brandin Cooks (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20.3%"
"279","Jordan Matthews (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"280","Mike Evans (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.5%"
"281","Kenny McKinley (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"282","Mike Furrey (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"283","Maurice Purify (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"284","Nate Hughes (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"285","Marko Mitchell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"286","Bobby Wade (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"287","Chris Henry (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"288","Demario Ballard (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"289","Rod Harper (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"290","Sam Giguere (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"291","Kelvin Harmon (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"292","Justin Hardee Sr. (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"293","Zach Pascal (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"294","Jamal Agnew (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"295","John Ross (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"296","Chris Godwin (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.7%"
"297","JuJu Smith-Schuster (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.0%"
"298","Zay Jones (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.8%"
"299","Trent Taylor (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"300","Curtis Samuel (BUF)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","10.9%"
"301","Josh Reynolds (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.3%"
"302","Keith Kirkwood (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"303","DK Metcalf (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.7%"
"304","N'Keal Harry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"305","Marquise Brown (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.4%"
"306","Deon Cain (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"307","Dante Pettis (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"308","Christian Kirk (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48.4%"
"309","Braxton Berrios (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"310","Anthony Miller (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"311","River Cracraft (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"312","DJ Chark Jr. (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"313","Russell Gage (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"314","Alex McGough (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"315","Allen Lazard (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.3%"
"316","Equanimeous St. Brown (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"317","DeAndre Carter (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"318","Chris Conley (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"319","Phillip Dorsett II (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"320","Stefon Diggs (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43.5%"
"321","Jamison Crowder (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"322","Adam Thielen (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31.7%"
"323","Amari Cooper (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","89.5%"
"324","Kalif Raymond (DET)","1","1","12","12.0","12","0","0","1","-12","0","0","1","0.0","0.0","1.6%"
"325","Laquon Treadwell (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"326","Jermaine Jackson (NO)","0","0","0","0","0","0","0","1","-1","0","0","1","-0.1","-0.1","0.0%"
"327","Malachi Corley (NYJ)","0","0","0","0","0","0","0","1","18","0","1","1","-0.2","-0.2","2.3%"
"328","Deven Thompkins (CAR)","0","0","0","0","0","0","0","1","-2","0","0","1","-0.2","-0.2","0.0%"
"329","Xavier Worthy (KC)","0","2","0","0","0","0","0","2","-10","0","0","1","-1.0","-1.0","81.4%"
""
""
