"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"50","Brian Thomas Jr. (JAC)","2","4","22","11.0","16","0","0","0","0","0","0","1","4.2","4.2","88.2%"
"51","Alec Pierce (IND)","3","3","41","13.7","16","0","0","0","0","0","0","1","4.1","4.1","23.7%"
"52","Keon Coleman (BUF)","1","2","21","21.0","21","1","0","0","0","0","0","1","4.1","4.1","54.8%"
"53","Kendrick Bourne (NE)","4","6","41","10.3","14","0","0","0","0","0","0","1","4.1","4.1","2.1%"
"54","Parker Washington (JAC)","3","6","41","13.7","18","0","0","0","0","0","0","1","4.1","4.1","2.5%"
"55","Tyler Johnson (LAR)","3","5","38","12.7","24","1","0","0","0","0","0","1","3.8","3.8","10.0%"
"56","Jahan Dotson (PHI)","1","1","36","36.0","36","1","0","0","0","0","0","1","3.6","3.6","7.4%"
"57","Keenan Allen (CHI)","4","10","36","9.0","13","0","0","0","0","0","0","1","3.6","3.6","70.3%"
"58","Jalen Coker (CAR)","2","3","36","18.0","18","0","0","0","0","0","0","1","3.6","3.6","5.9%"
"59","A.J. Brown (PHI)","2","4","36","18.0","20","1","0","0","0","0","0","1","3.6","3.6","99.6%"
"60","KaVontae Turpin (DAL)","3","4","36","12.0","22","1","0","0","0","0","0","1","3.6","3.6","1.5%"
"61","DeMario Douglas (NE)","7","9","35","5.0","21","1","0","0","0","0","0","1","3.5","3.5","23.1%"
"62","Cedrick Wilson Jr. (NO)","2","3","34","17.0","18","0","0","0","0","0","0","1","3.4","3.4","0.8%"
"63","Trey Palmer (TB)","2","4","33","16.5","19","0","0","0","0","0","0","1","3.3","3.3","1.7%"
"64","DJ Moore (CHI)","4","9","33","8.3","16","0","0","0","0","0","0","1","3.3","3.3","94.0%"
"65","Nelson Agholor (BAL)","1","1","29","29.0","29","1","0","0","0","0","0","1","2.9","2.9","0.4%"
"66","Romeo Doubs (GB)","4","5","28","7.0","8","0","0","0","0","0","0","1","2.8","2.8","54.7%"
"67","Elijah Moore (CLE)","3","9","28","9.3","17","0","0","0","0","0","0","1","2.8","2.8","15.4%"
"68","Jalen Brooks (DAL)","2","5","26","13.0","16","0","0","0","0","0","0","1","2.6","2.6","0.1%"
"69","Rashod Bateman (BAL)","3","4","25","8.3","15","0","0","0","0","0","0","1","2.5","2.5","31.0%"
"70","Dyami Brown (WAS)","1","1","24","24.0","24","1","0","0","0","0","0","1","2.4","2.4","0.6%"
"71","Adonai Mitchell (IND)","1","1","22","22.0","22","1","0","0","0","0","0","1","2.2","2.2","9.3%"
"72","David Moore (CAR)","2","4","20","10.0","11","0","0","0","0","0","0","1","2.0","2.0","0.1%"
"73","Austin Trammell (JAC)","2","3","40","20.0","22","1","0","0","0","0","1","1","2.0","2.0","0.0%"
"74","Troy Franklin (DEN)","1","4","19","19.0","19","0","0","0","0","0","0","1","1.9","1.9","3.7%"
"75","Bo Melton (GB)","1","2","19","19.0","19","0","0","0","0","0","0","1","1.9","1.9","0.6%"
"76","Kayshon Boutte (NE)","2","6","18","9.0","11","0","0","0","0","0","0","1","1.8","1.8","3.4%"
"77","Ashton Dulin (IND)","0","2","0","0","0","0","0","2","17","0","0","1","1.7","1.7","0.0%"
"78","Mecole Hardman Jr. (KC)","3","3","17","5.7","12","0","0","0","0","0","0","1","1.7","1.7","0.7%"
"79","Tutu Atwell (LAR)","1","3","16","16.0","16","0","0","0","0","0","0","1","1.6","1.6","4.6%"
"80","Odell Beckham Jr. (MIA)","3","3","15","5.0","6","0","0","0","0","0","0","1","1.5","1.5","3.7%"
"81","Michael Pittman Jr. (IND)","1","4","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","85.7%"
"82","Marvin Harrison Jr. (ARI)","2","5","34","17.0","21","1","0","0","0","0","1","1","1.4","1.4","97.9%"
"83","Ryan Flournoy (DAL)","1","2","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","0.1%"
"84","Chris Olave (NO)","1","1","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","87.6%"
"85","Tim Patrick (DET)","2","2","12","6.0","9","0","0","0","0","0","0","1","1.2","1.2","0.8%"
"86","Devaughn Vele (DEN)","2","3","11","5.5","6","0","0","0","0","0","0","1","1.1","1.1","5.1%"
"87","Lil'Jordan Humphrey (DEN)","2","5","11","5.5","6","0","0","0","0","0","0","1","1.1","1.1","1.1%"
"88","Puka Nacua (LAR)","1","4","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","97.7%"
"89","Wan'Dale Robinson (NYG)","3","4","10","3.3","10","0","0","0","0","0","0","1","1.0","1.0","49.8%"
"90","Tim Jones (JAC)","1","2","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"91","Rakim Jarrett (TB)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.1%"
"92","Malik Washington (MIA)","0","0","0","0","0","0","0","1","9","0","0","1","0.9","0.9","1.2%"
"93","Kendric Pryor (CIN)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"94","KhaDarel Hodge (ATL)","1","2","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.1%"
"95","Brandon Powell (MIN)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.1%"
"96","Trent Sherfield Sr. (MIN)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.1%"
"97","Ramel Keyton (LV)","1","2","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"98","Mike Williams (PIT)","1","2","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","20.7%"
"99","Tre Tucker (LV)","2","6","5","2.5","6","0","0","0","0","0","0","1","0.5","0.5","6.7%"
"100","Marquez Valdes-Scantling (NO)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","17.7%"
"101","Marvin Mims Jr. (DEN)","1","2","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","2.8%"
"102","Jha'Quan Jackson (TEN)","1","2","8","8.0","8","0","0","1","-5","0","0","1","0.3","0.3","0.1%"
"103","Tyler Boyd (TEN)","0","0","0","0","0","0","0","1","3","0","0","1","0.3","0.3","3.2%"
"104","Ainias Smith (PHI)","1","1","0","0.0","0","0","0","1","2","0","0","1","0.2","0.2","0.1%"
"105","Allen Robinson II (DET)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","0.1%"
"106","Dee Eskridge (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"107","Chris Blair (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Jaelon Darden (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"109","Dax Milne (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Steven Sims Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"111","D.J. Montgomery (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Malik Taylor (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Nsimba Webster (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Deonte Harty (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"115","Alex Bachman (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Tom Kennedy (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Brandon Aiyuk (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56.7%"
"118","KJ Hamler (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Devin Duvernay (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"120","Donovan Peoples-Jones (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Jalen Reagor (LAC)","1","2","0","0.0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","James Proche II (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Isaiah Hodgins (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Quintez Cephus (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Gabe Davis (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.2%"
"126","Laviska Shenault Jr. (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"127","Tee Higgins (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.6%"
"128","Gunner Olszewski (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Parris Campbell (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Cody Thompson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Collin Johnson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Scotty Miller (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"133","Trenton Irwin (CIN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"134","Juwann Winfree (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Quinton Bell (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"136","Diontae Johnson (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","72.8%"
"137","David Sills V (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Greg Dortch (ARI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","6.5%"
"139","Miles Boykin (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Anthony Schwartz (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Nico Collins (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.0%"
"142","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Dan Chisena (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Kadarius Toney (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"145","Dez Fitzpatrick (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Ihmir Smith-Marsette (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"147","Seth Williams (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Quez Watkins (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","K.J. Osborn (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"151","Trishton Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Rondale Moore (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"153","Tarik Black (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Van Jefferson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"155","Marquez Callaway (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"156","Jauan Jennings (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72.3%"
"157","Justyn Ross (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"158","Tylan Wallace (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"159","Kristian Wilkerson (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Ben Skowronek (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","George Pickens (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.0%"
"162","Xavier Gipson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"163","Nikko Remigio (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Jason Brownlee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Tyrell Shavers (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Malik Heath (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"167","Zavier Scott (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Dylan Drummond (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Lucky Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Devontez Walker (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.5%"
"172","Bryce Ford-Wheaton (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Xavier Hutchinson (HOU)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"174","Michael Wilson (ARI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","13.2%"
"175","Derius Davis (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"176","Charlie Jones (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"177","Jake Bobo (SEA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"178","Jacob Cowing (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"179","Jesse Matthews (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Jalen Cropper (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Johnny Wilson (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"182","Jalin Hyatt (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.2%"
"183","Maurice Alexander (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Elijah Cooks (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"185","Kazmeir Allen (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Malik Knowles (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Xavier Smith (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"188","Brycen Tremayne (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Thayer Thomas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Jared Wayne (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Tyler Scott (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"192","Antoine Green (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Colton Dowell (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Grant DuBose (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Julian Hicks (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Cole Burgess (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","David White Jr. (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","Marcus Riley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Bryce Oliver (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"200","Mason Tipton (NO)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.1%"
"201","Terique Owens (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","JaQuae Jackson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Kameron Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Dee Williams (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.8%"
"205","Jaylen Johnson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","Qadir Ismail (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","John Jackson III (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","Praise Olatoke (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","John Jiles (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Tanner Knue (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","Roman Wilson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"212","Jamari Thrash (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"213","Ja'Lynn Polk (NE)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","6.2%"
"214","Brenden Rice (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"215","Ricky Pearsall (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38.9%"
"216","Jeff Foreman (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","Casey Washington (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Drake Stoops (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"219","Xavier Johnson (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Tejhaun Palmer (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Jeshaun Jones (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Tahj Washington (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Luke McCaffrey (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.7%"
"224","Marcus Rosemy-Jacksaint (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Bub Means (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"226","Joshua Cephus (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Isaiah Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"228","Anthony Gould (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"229","Dayton Wade (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","Brandon Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","Michael Strachan (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Jalen McMillan (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18.4%"
"233","Terrace Marshall Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","Simi Fehoko (LAC)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"235","Jameson Williams (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82.6%"
"236","Calvin Austin III (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"237","Erik Ezukanma (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Samori Toure (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","DJ Turner (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"240","Michael Bandy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"241","Jordan Whittington (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.9%"
"242","Jermaine Burton (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"243","Kearis Jackson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"244","Malik Cunningham (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"245","Javon Baker (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.9%"
"246","John Metchie III (HOU)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"247","Treylon Burks (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"248","Tyquan Thornton (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"249","Ronnie Bell (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"250","David Bell (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"251","Rashee Rice (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34.9%"
"252","Jonathan Mingo (DAL)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.3%"
"253","Cornelius Johnson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"254","Kevin Austin Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"255","Michael Woods II (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"256","Skyy Moore (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"257","Rashid Shaheed (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24.6%"
"258","Montrell Washington (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
