"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"21","Matthew Judon (ATL)","3","3","1","0","0","0","0","0","1","15.8","15.8","10.7%"
"22","Baylon Spector (BUF)","7","3","0","0","0","0","0","0","1","15.3","15.3","1.2%"
"23","Jamien Sherwood (NYJ)","6","3","0","1","0","0","0","0","1","15.3","15.3","20.1%"
"24","Zaire Franklin (IND)","5","5","0","0","0","1","0","0","1","15.3","15.3","91.1%"
"25","Alex Highsmith (PIT)","4","0","1","0","0","0","0","0","1","15.0","15.0","10.0%"
"26","E.J. Speed (IND)","8","4","0","0","0","0","0","0","1","15.0","15.0","50.0%"
"27","Jeremiah Owusu-Koramoah (CLE)","6","1","0","0","0","0","0","0","1","14.8","14.8","19.9%"
"28","Bobby Wagner (WAS)","5","4","0","1","0","0","0","0","1","14.5","14.5","72.2%"
"29","T.J. Watt (PIT)","2","1","1","1","0","0","0","0","1","14.3","14.3","75.7%"
"30","Logan Wilson (CIN)","7","5","0","0","0","0","0","0","1","14.3","14.3","45.0%"
"31","Foyesade Oluokun (JAC)","2","6","1","0","0","0","0","0","1","14.0","14.0","68.7%"
"32","Jordan Hicks (CLE)","3","0","1","2","0","0","0","0","1","14.0","14.0","6.5%"
"33","Ivan Pace Jr. (MIN)","6","3","0","0","0","0","0","0","1","13.8","13.8","32.9%"
"34","Dorian Williams (BUF)","5","5","0","0","0","0","0","0","1","13.8","13.8","21.5%"
"35","Frankie Luvu (WAS)","7","4","0","0","0","0","0","0","1","13.5","13.5","23.1%"
"36","Alex Singleton (DEN)","7","4","0","0","0","0","0","0","1","13.5","13.5","12.5%"
"37","Nick Bolton (KC)","5","2","0","1","0","0","0","0","1","13.0","13.0","36.1%"
"38","Tyrel Dodson (MIA)","4","4","0","0","0","1","0","0","1","13.0","13.0","15.5%"
"39","Roquan Smith (BAL)","4","7","0","1","0","0","0","0","1","12.8","12.8","92.0%"
"40","Kaden Elliss (ATL)","6","5","0","0","0","0","0","0","1","12.8","12.8","43.9%"
"41","Jack Campbell (DET)","4","2","0","0","0","0","0","0","1","12.5","12.5","20.3%"
"42","Daiyan Henley (LAC)","5","3","0","0","0","0","0","0","1","12.3","12.3","19.4%"
"43","Kenneth Murray Jr. (TEN)","5","3","0","0","0","0","0","0","1","12.3","12.3","7.3%"
"44","Leo Chenal (KC)","5","1","0","0","0","1","0","0","1","12.3","12.3","2.7%"
"45","SirVocea Dennis (TB)","6","4","0","0","0","0","0","0","1","12.0","12.0","1.2%"
"46","Eric Wilson (GB)","1","0","0","1","1","1","0","0","1","12.0","12.0","0.8%"
"47","Zack Baun (PHI)","7","2","0","0","0","0","0","0","1","12.0","12.0","75.1%"
"48","T.J. Edwards (CHI)","7","1","0","0","0","0","0","0","1","11.3","11.3","68.0%"
"49","Krys Barnes (ARI)","2","2","1","0","0","0","0","0","1","11.0","11.0","0.9%"
"50","Jack Sanborn (CHI)","1","1","1","1","0","0","0","0","1","10.3","10.3","0.9%"
"51","Demario Davis (NO)","3","5","0","1","0","0","0","0","1","9.8","9.8","11.0%"
"52","Pete Werner (NO)","5","3","0","0","0","0","0","0","1","9.8","9.8","2.6%"
"53","Akeem Davis-Gaither (CIN)","1","2","0","1","1","0","0","0","1","9.5","9.5","0.2%"
"54","Von Miller (BUF)","2","0","1","0","0","0","0","0","1","9.5","9.5","1.1%"
"55","Quay Walker (GB)","6","0","0","0","0","0","0","0","1","9.0","9.0","29.0%"
"56","Damone Clark (DAL)","5","2","0","0","0","0","0","0","1","9.0","9.0","2.2%"
"57","Troy Andersen (ATL)","4","4","0","0","0","0","0","0","1","9.0","9.0","5.3%"
"58","Jordyn Brooks (MIA)","4","2","0","1","0","0","0","0","1","9.0","9.0","34.9%"
"59","Troy Reeder (LAR)","4","4","0","0","0","0","0","0","1","9.0","9.0","2.0%"
"60","Lavonte David (TB)","5","2","0","0","0","0","0","0","1","9.0","9.0","37.4%"
"61","Nakobe Dean (PHI)","5","2","0","0","0","0","0","0","1","9.0","9.0","17.1%"
"62","Zaven Collins (ARI)","1","1","1","0","0","0","0","0","1","8.8","8.8","3.4%"
"63","Eric Kendricks (DAL)","3","5","0","0","0","0","0","0","1","8.3","8.3","37.0%"
"64","Divine Deablo (LV)","5","1","0","0","0","0","0","0","1","8.3","8.3","4.1%"
"65","Derrick Barnes (DET)","4","1","0","1","0","0","0","0","1","8.3","8.3","1.3%"
"66","De'Vondre Campbell Sr. (SF)","2","3","0","0","0","0","0","0","1","7.8","7.8","3.6%"
"67","Drue Tranquill (KC)","3","4","0","0","0","0","0","0","1","7.5","7.5","15.5%"
"68","Raekwon McMillan (FA)","2","4","0","1","0","0","0","0","1","7.5","7.5","1.6%"
"69","Anfernee Jennings (NE)","3","4","0","0","0","0","0","0","1","7.5","7.5","23.9%"
"70","Tyrice Knight (SEA)","3","4","0","0","0","0","0","0","1","7.5","7.5","2.5%"
"71","Patrick Queen (PIT)","3","1","0","1","0","0","0","0","1","6.8","6.8","33.9%"
"72","Isaiah McDuffie (GB)","3","1","0","1","0","0","0","0","1","6.8","6.8","1.9%"
"73","Kyzir White (ARI)","2","5","0","0","0","0","0","0","1","6.8","6.8","17.3%"
"74","Cody Barton (DEN)","3","3","0","0","0","0","0","0","1","6.8","6.8","8.1%"
"75","Trenton Simpson (BAL)","3","2","0","0","0","0","0","0","1","6.0","6.0","8.2%"
"76","Christian Rozeboom (LAR)","4","0","0","0","0","0","0","0","1","6.0","6.0","6.2%"
"77","Jerome Baker (TEN)","2","2","0","1","0","0","0","0","1","6.0","6.0","4.6%"
"78","DeMarvion Overshown (DAL)","4","0","0","0","0","0","0","0","1","6.0","6.0","8.7%"
"79","Casey Toohill (BUF)","2","0","0","0","0","0","0","0","1","5.5","5.5","0.0%"
"80","L.J. Collier (ARI)","0","0","0","1","0","0","1","0","1","5.5","5.5","3.0%"
"81","Joe Tryon-Shoyinka (TB)","1","2","0","0","0","0","0","0","1","5.5","5.5","0.8%"
"82","Azeez Ojulari (NYG)","1","2","0","0","0","0","0","0","1","5.5","5.5","2.7%"
"83","Jahlani Tavai (NE)","3","1","0","0","0","0","0","0","1","5.3","5.3","6.0%"
"84","Alex Anzalone (DET)","3","1","0","0","0","0","0","0","1","5.3","5.3","24.7%"
"85","K.J. Britt (TB)","2","2","0","0","0","0","0","0","1","4.5","4.5","2.3%"
"86","Jaylon Carlies (IND)","2","2","0","0","0","0","0","0","1","4.5","4.5","0.2%"
"87","Owen Pappoe (ARI)","3","0","0","0","0","0","0","0","1","4.5","4.5","0.1%"
"88","Isaiah Land (IND)","1","0","0","0","0","0","0","0","1","4.0","4.0","0.0%"
"89","C.J. Mosley (NYJ)","2","1","0","0","0","0","0","0","1","3.8","3.8","11.8%"
"90","Marist Liufau (DAL)","2","1","0","0","0","0","0","0","1","3.8","3.8","1.2%"
"91","Micah Parsons (DAL)","2","1","0","0","0","0","0","0","1","3.8","3.8","49.6%"
"92","Terrel Bernard (BUF)","2","0","0","0","0","0","0","0","1","3.0","3.0","33.7%"
"93","Mack Wilson Sr. (ARI)","0","4","0","0","0","0","0","0","1","3.0","3.0","10.9%"
"94","Kristian Welch (BAL)","2","0","0","0","0","0","0","0","1","3.0","3.0","0.1%"
"95","Demetrius Flannigan-Fowles (SF)","2","0","0","0","0","0","0","0","1","3.0","3.0","0.6%"
"96","Isaiah Simmons (NYG)","2","0","0","0","0","0","0","0","1","3.0","3.0","4.0%"
"97","Elandon Roberts (PIT)","2","0","0","0","0","0","0","0","1","3.0","3.0","1.0%"
"98","Preston Smith (PIT)","1","1","0","0","0","0","0","0","1","2.3","2.3","2.2%"
"99","Malcolm Rodriguez (DET)","1","1","0","0","0","0","0","0","1","2.3","2.3","7.2%"
"100","Khalil Mack (LAC)","1","1","0","0","0","0","0","0","1","2.3","2.3","21.0%"
"101","Bud Dupree (LAC)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.7%"
"102","Charles Snowden (LV)","1","0","0","0","0","0","0","0","1","1.5","1.5","1.0%"
"103","Willie Gay Jr. (NO)","1","0","0","0","0","0","0","0","1","1.5","1.5","1.7%"
"104","Junior Colson (LAC)","1","0","0","0","0","0","0","0","1","1.5","1.5","4.3%"
"105","Edgerrin Cooper (GB)","1","0","0","0","0","0","0","0","1","1.5","1.5","4.7%"
"106","Malik Harrison (BAL)","0","2","0","0","0","0","0","0","1","1.5","1.5","0.4%"
"107","Luke Masterson (LV)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.8%"
"108","Takk McKinley (NYJ)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"109","Ventrell Miller (JAC)","0","1","0","0","0","0","0","0","1","0.8","0.8","4.3%"
"110","Jeremiah Trotter Jr. (PHI)","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"111","Joe Giles-Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Quinton Bell (MIA)","0","1","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"113","Jacob Bobenmoyer (LV)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Cole Holcomb (PIT)","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"115","David Long Jr. (IND)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Anthony Nelson (TB)","1","1","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"117","Darius Harris (DAL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Matt Orzech (GB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Luke Gifford (TEN)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"120","Nick Moore (BAL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Del'Shawn Phillips (HOU)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"122","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Sam Eguavoen (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"124","Josh Hines-Allen (JAC)","3","1","1","1","0","0","0","0","1","0.0","0.0","38.4%"
"125","Devin White (HOU)","0","0","0","0","0","0","0","0","0","0","0","3.1%"
"126","Rashan Gary (GB)","0","0","0","0","0","0","0","0","1","0.0","0.0","5.2%"
"127","Jachai Polite (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Brian Burns (NYG)","2","1","0","1","0","0","0","0","1","0.0","0.0","27.9%"
"129","Oshane Ximines (NE)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"130","Devin Bush Jr. (CLE)","0","0","0","0","0","0","0","0","1","0.0","0.0","1.2%"
"131","Josh Woods (ATL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Ty Summers (NYG)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Dre Greenlaw (SF)","0","0","0","0","0","0","0","0","0","0","0","4.8%"
"134","Sione Takitaki (NE)","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"135","Anthony Pittman (JAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Cole Christiansen (KC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Blake Ferguson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Markus Bailey (ARI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Cam Gill (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Sam Franklin Jr. (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Ross Matiscik (JAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Liam McCullough (ATL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Michael Hoecht (LAR)","1","4","0","0","0","0","0","0","1","0.0","0.0","1.3%"
"144","Joe Bachie (CIN)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"145","Trevis Gipson (SEA)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"146","Shaq Quarterman (LAC)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"147","Jonathan Greenard (MIN)","2","0","1","0","0","0","0","0","1","0.0","0.0","17.3%"
"148","Cam Brown (MIA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","D.J. Wonnum (CAR)","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"150","Monty Rice (NE)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"151","Darrell Taylor (CHI)","1","0","0","0","0","0","0","0","1","0.0","0.0","2.0%"
"152","Jordan Kunaszyk (MIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Troy Dye (LAC)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"154","Yetur Gross-Matos (SF)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"155","Julian Okwara (ARI)","0","2","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"156","K'Lavon Chaisson (LV)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"157","Joshua Uche (KC)","1","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"158","Jonathan Garvin (SF)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Justin Strnad (DEN)","0","0","0","0","0","0","0","0","1","0.0","0.0","1.9%"
"160","Bryce Huff (PHI)","0","0","0","0","0","0","0","0","1","0.0","0.0","2.6%"
"161","Carlo Kemp (GB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Mykal Walker (WAS)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"163","Carter Coughlin (NYG)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Khaleke Hudson (CLE)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"165","Anfernee Orji (NO)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"166","Zaire Barnes (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","David Perales (PIT)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Andrew Farmer II (DEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Jalen Graham (SF)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Marte Mapu (NE)","0","0","0","0","0","0","0","0","0","0","0","2.6%"
"171","Dee Winters (SF)","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"172","Jose Ramirez (TB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Caleb Murphy (LAC)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"174","DJ Coleman (JAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Dequan Jackson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Byron Young (LAR)","2","0","0","0","0","0","0","0","1","0.0","0.0","15.8%"
"177","D.J. Johnson (CAR)","1","3","0.5","0","0","0","0","0","1","0.0","0.0","0.1%"
"178","Lukas Van Ness (GB)","1","0","0","0","0","0","0","0","1","0.0","0.0","2.1%"
"179","Gabriel Murphy (MIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Tuli Tuipulotu (LAC)","0","1","0","0","0","0","0","0","1","0.0","0.0","5.0%"
"181","Mohamoud Diabate (CLE)","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"182","Mike Morris (SEA)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"183","Abraham Beauplan (DET)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Yasir Abdullah (JAC)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"185","Nick Herbig (PIT)","0","0","0","0","0","0","0","0","1","0.0","0.0","1.5%"
"186","Tavius Robinson (BAL)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"187","Austin Ajiake (IND)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Titus Leo (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Nick Hampton (LAR)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"190","Claudin Cherelus (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"191","Cam Jones (KC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Eku Leota (PIT)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"193","Trevor Nowaske (DET)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"194","Mitchell Agude (DET)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Malik Hamm (BAL)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"196","Brandon Bouyer-Randle (CLE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","Dyontae Johnson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","Patrick O'Connell (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Keshawn Banks (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Liam Anderson (IND)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Kenneth Odumegwu (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Shaka Heyward (CIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Micah Baskerville (CHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Ben VanSumeren (PHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Keion White (NE)","2","5","1.5","0","0","0","0","0","1","0.0","0.0","17.9%"
"206","Yaya Diaby (TB)","1","1","0","0","0","0","0","0","1","0.0","0.0","2.7%"
"207","Markees Watts (TB)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"208","BJ Ojulari (ARI)","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"209","Derick Hall (SEA)","0","2","0","0","0","0","0","0","1","0.0","0.0","3.3%"
"210","Noah Sewell (CHI)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"211","Nolan Smith Jr. (PHI)","1","0","0","0","0","0","0","0","1","0.0","0.0","1.9%"
"212","Joshua Onujiogu (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Vi Jones (TB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Jack Cochrane (KC)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"215","Benton Whitley (NYG)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"216","Jack Gibbens (TEN)","0","0","0","0","0","0","0","0","1","0.0","0.0","3.7%"
"217","Keir Thomas (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Mark Robinson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"219","Daniel Hardy (CHI)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"220","Nate Landman (ATL)","0","0","0","0","0","0","0","0","0","0","0","3.7%"
"221","Marcelino McCrary-Ball (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Segun Olubi (IND)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"223","Jacob Hummel (LAR)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"224","Kana'i Mauga (LV)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Andre Carter II (MIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","Jared Verse (LAR)","6","1","0","0","0","1","0","0","1","0.0","0.0","20.4%"
"227","Drew Sanders (DEN)","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"228","Bralen Trice (ATL)","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"229","William Kwenkeu (BAL)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"230","Devin Harper (PIT)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","Omar Speights (LAR)","0","0","0","0","0","0","0","0","0","0","0","1.6%"
"232","Max Tooley (MIN)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"233","Isaac Ukwu (DET)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","Elias Neal (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Swayze Bozeman (KC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Nate Lynn (DET)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"237","Jackson Sirmon (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Maema Njongmeta (CIN)","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"239","Jimmy Ciarlo (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"240","Levelle Bailey (DEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"241","Winston Reid (CLE)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"242","Brock Mogensen (DAL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"243","Julius Wood (TEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"244","Jamie Sheriff (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"245","Dondrea Tillman (DEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"246","Kenny Dyson Jr. (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"247","Joe Andreessen (BUF)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","Jotham Russell (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"249","Chris Collins (LAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"250","Carl Jones Jr. (CHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"251","Derrick McLendon II (MIA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"252","Marcus Haynes (CLE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"253","Cedric Johnson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"254","Tommy Eichenberg (LV)","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"255","Trevin Wallace (CAR)","0","0","0","0","0","0","0","0","0","0","0","6.3%"
"256","Payton Wilson (PIT)","0","0","0","0","0","0","0","0","1","0.0","0.0","2.9%"
"257","Chris Braswell (TB)","1","0","0","0","0","0","0","0","1","0.0","0.0","1.2%"
"258","Ty'Ron Hopper (GB)","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"259","Javon Solomon (BUF)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"260","James Williams (TEN)","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"261","Cedric Gray (TEN)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"262","Jonah Elliss (DEN)","3","0","1","0","0","0","0","0","1","0.0","0.0","0.6%"
"263","Austin Booker (CHI)","1","0","0","0","0","0","0","0","1","0.0","0.0","0.9%"
"264","Thomas Incoom (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"265","Otis Reese IV (TEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"266","Drake Thomas (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"267","DaShaun White (SF)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"268","Adisa Isaac (BAL)","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"269","Caleb Johnson (JAC)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"270","Dallas Turner (MIN)","1","1","0","0","0","0","0","0","1","0.0","0.0","5.7%"
"271","Chop Robinson (MIA)","1","1","0","0","0","0","0","0","1","0.0","0.0","2.8%"
"272","Jaylan Ford (NO)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"273","Mohamed Kamara (MIA)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"274","Curtis Jacobs (NE)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"275","Amari Gainer (LV)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"276","Tre'Mon Morris-Brash (LAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"277","Isaiah Stalbird (NO)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"278","Dallas Gant (PHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"279","Jeremiah Jean-Baptiste (LAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"280","Bo Richter (MIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"281","Daniel Grzesiak (TB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"282","Jacoby Windmon (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"283","Brennan Jackson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"284","Eric Watts (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"285","Edefuan Ulofoshio (BUF)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"286","Jalyx Hunt (PHI)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"287","Braiden McGregor (NYJ)","1","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"288","Khalid Duke (TEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"289","JD Bertrand (ATL)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"290","Grayson Murphy (MIA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"291","Jaylen Harrell (TEN)","0","1","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"292","Myles Cole (JAC)","1","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"293","Jordan Magee (WAS)","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"294","Dominique Hampton (WAS)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
