"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"46","Dre'Mont Jones (SEA)","1","0","1","0","0","0","0","0","1","8.0","8.0","0.7%"
"47","Emmanuel Ogbah (MIA)","1","0","1","0","0","0","0","0","1","8.0","8.0","3.3%"
"48","Cameron Heyward (PIT)","2","2","0","2","0","0","0","0","1","7.5","7.5","11.3%"
"49","Michael Hoecht (LAR)","2","4","0","1","0","0","0","0","1","7.5","7.5","1.3%"
"50","Johnathan Hankins (SEA)","0","1","0","1","1","0","0","0","1","7.3","7.3","0.1%"
"51","Josh Hines-Allen (JAC)","3","0","0","0","0","0","0","0","1","7.0","7.0","38.4%"
"52","Jeremiah Ledbetter (JAC)","2","2","0","0","0","0","0","0","1","7.0","7.0","0.1%"
"53","Dean Lowry (PIT)","1","0","1","1","0","0","0","0","1","7.0","7.0","0.0%"
"54","Chase Young (NO)","1","1","0.5","0","0","0","0","0","1","6.8","6.8","2.4%"
"55","Tyler Davis (LAR)","2","1","0","0","0","0","0","0","1","6.3","6.3","0.0%"
"56","Tyler Lacy (JAC)","2","1","0","0","0","0","0","0","1","6.3","6.3","0.0%"
"57","John Franklin-Myers (DEN)","2","1","0","0","0","0","0","0","1","6.3","6.3","0.5%"
"58","Christian Elliss (NE)","3","2","0","0","0","0","0","0","1","6.0","6.0","2.1%"
"59","Maxx Crosby (LV)","3","2","0","0","0","0","0","0","1","6.0","6.0","60.7%"
"60","A.J. Epenesa (BUF)","2","2","0","1","0","0","0","0","1","6.0","6.0","2.1%"
"61","Jonah Laulu (LV)","1","2","0","0","0","0","0","0","1","5.5","5.5","0.0%"
"62","Ali Gaye (TEN)","2","0","0","0","0","0","0","0","1","5.5","5.5","0.0%"
"63","Tershawn Wharton (KC)","2","0","0","0","0","0","0","0","1","5.5","5.5","0.5%"
"64","Zach Allen (DEN)","1","2","0","0","0","0","0","0","1","5.5","5.5","15.2%"
"65","Nnamdi Madubuike (BAL)","2","3","0","0","0","0","0","0","1","5.3","5.3","13.8%"
"66","Mike Danna (KC)","1","3","0","1","0","0","0","0","1","5.3","5.3","1.1%"
"67","Dorance Armstrong Jr. (WAS)","3","1","0","0","0","0","0","0","1","5.3","5.3","1.4%"
"68","Teair Tart (LAC)","1","1","0","0","0","0","0","0","1","4.8","4.8","0.0%"
"69","Zach Harrison (ATL)","1","1","0","0","0","0","0","0","1","4.8","4.8","0.1%"
"70","Jalyn Holmes (WAS)","1","1","0","0","0","0","0","0","1","4.8","4.8","0.0%"
"71","Jared Verse (LAR)","1","4","0","0","0","0","0","0","1","4.5","4.5","20.4%"
"72","Christian Barmore (NE)","3","0","0","0","0","0","0","0","1","4.5","4.5","2.4%"
"73","Mazi Smith (DAL)","2","2","0","0","0","0","0","0","1","4.5","4.5","0.3%"
"74","Arik Armstead (JAC)","3","0","0","0","0","0","0","0","1","4.5","4.5","1.0%"
"75","Leonard Williams (SEA)","2","2","0","0","0","0","0","0","1","4.5","4.5","6.2%"
"76","Boye Mafe (SEA)","0","2","0","2","0","0","0","0","1","4.5","4.5","9.6%"
"77","Cameron Jordan (NO)","1","2","0","1","0","0","0","0","1","4.5","4.5","1.5%"
"78","Daniel Ekuale (NE)","1","4","0","0","0","0","0","0","1","4.5","4.5","1.0%"
"79","Keion White (NE)","1","2","0","1","0","0","0","0","1","4.5","4.5","17.9%"
"80","K'Lavon Chaisson (LV)","1","0","0","0","0","0","0","0","1","4.0","4.0","0.0%"
"81","Jonathan Bullard (MIN)","1","0","0","0","0","0","0","0","1","4.0","4.0","0.3%"
"82","Bryce Huff (PHI)","1","0","0","0","0","0","0","0","1","4.0","4.0","2.6%"
"83","Daron Payne (WAS)","2","1","0","0","0","0","0","0","1","3.8","3.8","7.3%"
"84","Sam Okuayinonu (SF)","2","1","0","0","0","0","0","0","1","3.8","3.8","0.6%"
"85","Jordan Jefferson (JAC)","2","1","0","0","0","0","0","0","1","3.8","3.8","0.0%"
"86","D.J. Jones (DEN)","2","1","0","0","0","0","0","0","1","3.8","3.8","0.5%"
"87","DaVon Hamilton (JAC)","2","1","0","0","0","0","0","0","1","3.8","3.8","0.4%"
"88","Larry Ogunjobi (PIT)","0","5","0","0","0","0","0","0","1","3.8","3.8","0.6%"
"89","Otito Ogbonnia (LAC)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.1%"
"90","Keeanu Benton (PIT)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.3%"
"91","Will McDonald IV (NYJ)","2","0","0","0","0","0","0","0","1","3.0","3.0","9.5%"
"92","David Onyemata (ATL)","1","2","0","0","0","0","0","0","1","3.0","3.0","1.1%"
"93","Karl Brooks (GB)","2","0","0","0","0","0","0","0","1","3.0","3.0","0.7%"
"94","Travon Walker (JAC)","1","2","0","0","0","0","0","0","1","3.0","3.0","19.5%"
"95","Chauncey Golston (DAL)","1","2","0","0","0","0","0","0","1","3.0","3.0","9.0%"
"96","Jordan Davis (PHI)","1","2","0","0","0","0","0","0","1","3.0","3.0","1.2%"
"97","Kingsley Enagbare (GB)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.1%"
"98","Tavius Robinson (BAL)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.1%"
"99","Dondrea Tillman (DEN)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"100","Mario Edwards Jr. (HOU)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.1%"
"101","Maurice Hurst II Jr. (CLE)","0","3","0","0","0","0","0","0","1","2.3","2.3","0.1%"
"102","Jay Tufele (CIN)","0","1","0","1","0","0","0","0","1","2.3","2.3","0.1%"
"103","DaQuan Jones (BUF)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.1%"
"104","Jerry Tillery (MIN)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.1%"
"105","Dayo Odeyingbo (IND)","0","3","0","0","0","0","0","0","1","2.3","2.3","0.9%"
"106","Dylan Horton (HOU)","0","3","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"107","Raekwon Davis (IND)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"108","B.J. Hill (CIN)","0","3","0","0","0","0","0","0","1","2.3","2.3","1.9%"
"109","Dalvin Tomlinson (CLE)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.2%"
"110","Bobby Brown III (LAR)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.2%"
"111","Jonathon Cooper (DEN)","1","1","0","0","0","0","0","0","1","2.3","2.3","10.4%"
"112","Maliek Collins (SF)","1","1","0","0","0","0","0","0","1","2.3","2.3","1.7%"
"113","Jeremiah Pharms Jr. (NE)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.1%"
"114","Phidarian Mathis (WAS)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"115","Austin Johnson (BUF)","0","3","0","0","0","0","0","0","1","2.3","2.3","0.1%"
"116","DJ Reader (DET)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.7%"
"117","Jer'Zhan Newton (WAS)","0","3","0","0","0","0","0","0","1","2.3","2.3","1.4%"
"118","Alim McNeill (DET)","1","1","0","0","0","0","0","0","1","2.3","2.3","2.0%"
"119","Brent Urban (BAL)","0","2","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"120","Shelby Harris (CLE)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.6%"
"121","Sheldon Day (WAS)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"122","Sebastian Joseph-Day (TEN)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.8%"
"123","Ed Oliver (BUF)","1","0","0","0","0","0","0","0","1","1.5","1.5","4.3%"
"124","George Karlaftis III (KC)","1","0","0","0","0","0","0","0","1","1.5","1.5","9.2%"
"125","Nathan Shepherd (NO)","0","2","0","0","0","0","0","0","1","1.5","1.5","0.2%"
"126","Davon Godchaux (NE)","0","2","0","0","0","0","0","0","1","1.5","1.5","1.7%"
"127","Byron Murphy II (SEA)","0","2","0","0","0","0","0","0","1","1.5","1.5","3.2%"
"128","Brandon Dorlus (ATL)","0","2","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"129","Khalen Saunders (NO)","0","2","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"130","Carlos Watkins (DAL)","0","2","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"131","Jordan Elliott (SF)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"132","John Ridgeway III (NO)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"133","Travis Jones (BAL)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.7%"
"134","Joey Bosa (LAC)","1","0","0","0","0","0","0","0","1","1.5","1.5","7.9%"
"135","Arnold Ebiketie (ATL)","1","0","0","0","0","0","0","0","1","1.5","1.5","5.5%"
"136","Moro Ojomo (PHI)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"137","Keondre Coburn (TEN)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"138","Tommy Togiai (HOU)","0","0","0","1","0","0","0","0","1","1.5","1.5","2.0%"
"139","Byron Cowart (CHI)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"140","Solomon Thomas (NYJ)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"141","Jihad Ward (MIN)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"142","Jerry Hughes (HOU)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"143","Jaylen Harrell (TEN)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"144","Arron Mosby (GB)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"145","Jordan Phillips (BUF)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"146","Benito Jones (MIA)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"147","Kalia Davis (SF)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"148","Milton Williams (PHI)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.7%"
"149","Grady Jarrett (ATL)","0","1","0","0","0","0","0","0","1","0.8","0.8","2.2%"
"150","Kris Jenkins Jr. (CIN)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.9%"
"151","Josh Paschal (DET)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.3%"
"152","Elerson G. Smith (CLE)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"153","Isaiah Foskey (NO)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"154","Myles Murphy (CIN)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.2%"
"155","Morgan Fox (LAC)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"156","Montez Sweat (CHI)","0","1","0","0","0","0","0","0","1","0.8","0.8","15.6%"
"157","James Lynch (TEN)","0","1","0","0","0","0","0","0","1","0.8","0.8","5.0%"
"158","Haason Reddick (NYJ)","0","1","0","0","0","0","0","0","1","0.8","0.8","10.3%"
"159","Kurt Hinish (HOU)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"160","Chop Robinson (MIA)","0","1","0","0","0","0","0","0","1","0.8","0.8","2.8%"
"161","Scott Matlock (LAC)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.2%"
"162","Matthew Butler (LV)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"163","Darrell Taylor (CHI)","0","1","0","0","0","0","0","0","1","0.8","0.8","2.0%"
"164","Khalid Kareem (ATL)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"165","Jonah Williams (LAR)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"166","Isaiah McGuire (CLE)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"167","Harrison Phillips (MIN)","0","1","0","0","0","0","0","0","1","0.8","0.8","3.6%"
"168","Isaiahh Loudermilk (PIT)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"169","Chris Williams (CHI)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"170","Jalen Redmond (MIN)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"171","Grover Stewart (IND)","0","1","0","0","0","0","0","0","1","0.8","0.8","5.2%"
"172","Kentavius Street (ATL)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"173","Jarran Reed (SEA)","0","1","0","0","0","0","0","0","1","0.8","0.8","1.6%"
"174","Taven Bryan (IND)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"175","Felix Anudike-Uzomah (KC)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.2%"
"176","Gervon Dexter Sr. (CHI)","0","1","0","0","0","0","0","0","1","0.8","0.8","2.6%"
"177","Zacch Pickens (CHI)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"178","Payton Turner (NO)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"179","Kameron Cline (BUF)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Marcus Webb (LV)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","T.J. Smith (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Myles Adams (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Micah Parsons (DAL)","0","1","0","0","0","0","0","0","1","0.0","0.0","49.6%"
"184","Greg Rousseau (BUF)","0","0","0","0","0","0","0","0","1","0.0","0.0","18.9%"
"185","Domenique Davis (PIT)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Bill Murray (CHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","LaCale London (ATL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Khalil Davis (SF)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"189","William Bradley-King (MIA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Casey Toohill (BUF)","1","1","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"191","Jonathan Garvin (SF)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Leki Fotu (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Joe Gaziano (JAC)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"194","Trevis Gipson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Larrell Murchison (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Alex Highsmith (PIT)","0","0","0","0","0","0","0","0","0","0","0","10.0%"
"197","McTelvin Agim (TEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","D.J. Wonnum (CAR)","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"199","Cam Gill (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","James Smith-Williams (ATL)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"201","Breiden Fehoko (PIT)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Janarius Robinson (LV)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"203","Carlo Kemp (GB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","CJ Okoye (LAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Kadeem Telfort (GB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","Kenneth Odumegwu (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","David Agoha (LV)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","Junior Aho (ATL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Truman Jones (KC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Eku Leota (PIT)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","Cory Durden (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Chris Smith (DET)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Keshawn Banks (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Jacob Slade (PIT)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Cameron Young (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Jordon Riley (NYG)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","Nesta Jade Silvera (SF)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Andrew Farmer II (DEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"219","Desjuan Johnson (LAR)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"220","Jose Ramirez (TB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Shakel Brown (MIA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","TK McLendon Jr. (TEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Caleb Murphy (LAC)","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"224","Andre Jones Jr. (WAS)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","DJ Coleman (JAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","Trevor Nowaske (DET)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"227","Tyrus Wheat (DAL)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"228","Isaiah Land (IND)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"229","Dallas Turner (MIN)","0","0","0","0","0","0","0","0","1","0.0","0.0","5.7%"
"230","Michael Hall Jr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","McKinnley Jackson (CIN)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"232","Maason Smith (JAC)","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"233","Mekhi Wingo (DET)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"234","Mitchell Agude (DET)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Brandon Pili (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Brandon Bouyer-Randle (CLE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"237","Markees Watts (TB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Marcus Haynes (CLE)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"239","Thomas Incoom (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"240","Demontrey Jacobs (NE)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"241","Alex Palczewski (DEN)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"242","Kilian Zierer (HOU)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"243","BJ Thompson (KC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"244","Adisa Isaac (BAL)","0","0","0","1","0","0","0","0","1","0.0","0.0","0.8%"
"245","Mike Greene (TB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"246","C.J. Brewer (TB)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"247","Titus Leo (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","Bralen Trice (ATL)","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"249","Adetomiwa Adebawore (IND)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"250","Yaya Diaby (TB)","0","0","0","0","0","0","0","0","0","0","0","2.7%"
"251","Nick Hampton (LAR)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"252","D.J. Johnson (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"253","Lukas Van Ness (GB)","0","0","0","0","0","0","0","0","1","0.0","0.0","2.1%"
"254","Jalen McKenzie (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"255","Gabriel Murphy (MIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"256","Mike Morris (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"257","Yasir Abdullah (JAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"258","Nick Herbig (PIT)","1","1","0","0","0","1","0","0","1","0.0","0.0","1.5%"
"259","Travis Bell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"260","Brodric Martin (DET)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"261","C.J. Ravenell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"262","David Olajiga (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"263","Elijah Chatman (NYG)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"264","Laekin Vakalahi (PHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"265","Denzel Daxon (DAL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"266","Nate Lynn (DET)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"267","Casey Rogers (NYG)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"268","Isaac Ukwu (DET)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"269","Anthony Goodlow (ARI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"270","James Ester (GB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"271","Fabien Lovett Sr. (KC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"272","Trajan Jeffcoat (NO)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"273","Jotham Russell (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"274","Kenny Dyson Jr. (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"275","Dashaun Mallory (CHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"276","Jamie Sheriff (SEA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"277","Camron Peterson (NO)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"278","Gottlieb Ayedze (LV)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"279","Carl Jones Jr. (CHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"280","Marshawn Kneeland (DAL)","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"281","Mohamed Kamara (MIA)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"282","Austin Booker (CHI)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.9%"
"283","Brennan Jackson (LAR)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"284","Jalyx Hunt (PHI)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"285","Gabe Hall (PHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"286","Braiden McGregor (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"287","Marcus Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"288","Justin Rogers (CIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"289","Jonah Elliss (DEN)","1","0","1","0","0","0","0","0","1","0.0","0.0","0.6%"
"290","Javon Solomon (BUF)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"291","Cedric Johnson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"292","Darius Robinson (ARI)","0","0","0","0","0","0","0","0","0","0","0","1.2%"
