"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"33","Tee Higgins (CIN)","7","7","77","11.0","24","1","0","0","0","0","0","1","7.7","7.7","93.6%"
"34","Rashid Shaheed (NO)","1","7","11","11.0","11","0","0","1","2","0","0","1","7.3","7.3","24.6%"
"35","Kalif Raymond (DET)","4","6","73","18.3","38","1","0","0","0","0","0","1","7.3","7.3","1.6%"
"36","Ja'Marr Chase (CIN)","5","6","72","14.4","33","1","0","0","0","0","0","1","7.2","7.2","99.8%"
"37","Rashod Bateman (BAL)","4","4","71","17.8","23","1","0","0","0","0","0","1","7.1","7.1","31.0%"
"38","Nick Westbrook-Ikhine (TEN)","1","2","9","9.0","9","0","1","0","0","0","0","1","6.9","6.9","11.2%"
"39","Mack Hollins (BUF)","1","2","8","8.0","8","0","1","0","0","0","0","1","6.8","6.8","0.9%"
"40","Tim Patrick (DET)","3","3","68","22.7","42","1","0","0","0","0","0","1","6.8","6.8","0.8%"
"41","Noah Brown (WAS)","4","8","58","14.5","28","1","0","0","0","0","0","1","5.8","5.8","8.4%"
"42","Darius Slayton (NYG)","6","11","57","9.5","15","0","0","0","0","0","0","1","5.7","5.7","13.9%"
"43","Sterling Shepard (TB)","3","4","23","7.7","9","0","0","4","31","0","0","1","5.4","5.4","8.2%"
"44","DeAndre Hopkins (KC)","4","6","54","13.5","23","1","0","0","0","0","0","1","5.4","5.4","89.4%"
"45","George Pickens (PIT)","3","8","53","17.7","31","1","0","0","0","0","0","1","5.3","5.3","95.0%"
"46","Jaxon Smith-Njigba (SEA)","5","9","53","10.6","19","0","0","0","0","0","0","1","5.3","5.3","87.3%"
"47","Wan'Dale Robinson (NYG)","5","11","50","10.0","15","0","0","0","0","0","0","1","5.0","5.0","49.8%"
"48","DK Metcalf (SEA)","3","11","48","16.0","30","1","0","0","0","0","0","1","4.8","4.8","97.7%"
"49","Simi Fehoko (LAC)","2","4","44","22.0","30","1","0","0","0","0","0","1","4.4","4.4","1.0%"
"50","Curtis Samuel (BUF)","3","4","44","14.7","38","1","0","0","0","0","0","1","4.4","4.4","10.9%"
"51","Ladd McConkey (LAC)","4","8","43","10.8","15","0","0","0","0","0","0","1","4.3","4.3","84.7%"
"52","Jalen Tolbert (DAL)","4","5","43","10.8","26","1","0","0","0","0","0","1","4.3","4.3","16.0%"
"53","Amari Cooper (BUF)","4","6","42","10.5","14","0","0","0","0","0","0","1","4.2","4.2","89.5%"
"54","Laviska Shenault Jr. (SEA)","0","0","0","0","0","0","0","0","0","0","1","1","4.0","4.0","0.1%"
"55","Rome Odunze (CHI)","2","2","40","20.0","28","1","0","0","0","0","0","1","4.0","4.0","68.4%"
"56","Christian Kirk (JAC)","3","6","39","13.0","15","0","0","0","0","0","0","1","3.9","3.9","48.4%"
"57","Ryan Miller (TB)","1","1","39","39.0","39","1","0","0","0","0","0","1","3.9","3.9","0.0%"
"58","Joshua Palmer (LAC)","2","3","38","19.0","24","1","0","0","0","0","0","1","3.8","3.8","15.6%"
"59","Darnell Mooney (ATL)","3","5","38","12.7","19","0","0","0","0","0","0","1","3.8","3.8","75.9%"
"60","DJ Turner (LV)","2","4","37","18.5","30","1","0","0","0","0","0","1","3.7","3.7","0.6%"
"61","Brandon Aiyuk (SF)","2","4","37","18.5","21","1","0","0","0","0","0","1","3.7","3.7","56.7%"
"62","Andrei Iosivas (CIN)","2","3","36","18.0","29","1","0","0","0","0","0","1","3.6","3.6","4.0%"
"63","Calvin Austin III (PIT)","2","5","36","18.0","20","1","0","0","0","0","0","1","3.6","3.6","1.8%"
"64","Jerry Jeudy (CLE)","1","3","35","35.0","35","1","0","0","0","0","0","1","3.5","3.5","58.7%"
"65","Mike Evans (TB)","2","6","34","17.0","22","1","0","0","0","0","0","1","3.4","3.4","97.5%"
"66","Bo Melton (GB)","1","2","6","6.0","6","0","0","2","27","0","0","1","3.3","3.3","0.6%"
"67","Alex Bachman (LV)","3","3","31","10.3","18","0","0","0","0","0","0","1","3.1","3.1","0.0%"
"68","Jalen Coker (CAR)","3","3","30","10.0","15","0","0","0","0","0","0","1","3.0","3.0","5.9%"
"69","Cedrick Wilson Jr. (NO)","2","3","28","14.0","25","1","0","0","0","0","0","1","2.8","2.8","0.8%"
"70","Jauan Jennings (SF)","3","5","27","9.0","13","0","0","0","0","0","0","1","2.7","2.7","72.3%"
"71","Brian Thomas Jr. (JAC)","3","6","27","9.0","13","0","0","0","0","0","0","1","2.7","2.7","88.2%"
"72","Olamide Zaccheaus (WAS)","4","6","27","6.8","11","0","0","0","0","0","0","1","2.7","2.7","0.6%"
"73","Keon Coleman (BUF)","3","4","26","8.7","11","0","0","0","0","0","0","1","2.6","2.6","54.8%"
"74","Nelson Agholor (BAL)","1","3","25","25.0","25","1","0","0","0","0","0","1","2.5","2.5","0.4%"
"75","Jahan Dotson (PHI)","1","3","10","10.0","10","0","0","1","13","0","0","1","2.3","2.3","7.4%"
"76","Quentin Johnston (LAC)","3","4","22","7.3","8","0","0","1","0","0","0","1","2.2","2.2","56.2%"
"77","Derius Davis (LAC)","1","2","8","8.0","8","0","0","2","14","0","0","1","2.2","2.2","0.3%"
"78","DJ Moore (CHI)","4","5","20","5.0","9","0","0","0","0","0","0","1","2.0","2.0","94.0%"
"79","Tyler Boyd (TEN)","3","3","19","6.3","8","0","0","0","0","0","0","1","1.9","1.9","3.2%"
"80","Khalil Shakir (BUF)","2","2","19","9.5","10","0","0","0","0","0","0","1","1.9","1.9","77.7%"
"81","Jake Bobo (SEA)","2","4","18","9.0","11","0","0","0","0","0","0","1","1.8","1.8","0.2%"
"82","David Moore (CAR)","2","2","17","8.5","9","0","0","0","0","0","0","1","1.7","1.7","0.1%"
"83","Greg Dortch (ARI)","3","5","36","12.0","16","0","0","0","0","0","1","1","1.6","1.6","6.5%"
"84","Mason Tipton (NO)","1","2","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","2.1%"
"85","Jalen Brooks (DAL)","1","6","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"86","Ray-Ray McCloud III (ATL)","3","4","30","10.0","12","0","0","1","3","0","1","1","1.3","1.3","16.1%"
"87","Dyami Brown (WAS)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.6%"
"88","Treylon Burks (TEN)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","1.4%"
"89","KaVontae Turpin (DAL)","4","7","24","6.0","12","0","0","1","6","0","1","1","1.0","1.0","1.5%"
"90","Calvin Ridley (TEN)","0","8","0","0","0","0","0","1","9","0","0","1","0.9","0.9","84.9%"
"91","Adonai Mitchell (IND)","2","4","9","4.5","9","0","0","0","0","0","0","1","0.9","0.9","9.3%"
"92","Kendrick Bourne (NE)","2","2","9","4.5","8","0","0","0","0","0","0","1","0.9","0.9","2.1%"
"93","Dontayvion Wicks (GB)","1","3","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","16.7%"
"94","Lil'Jordan Humphrey (DEN)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","1.1%"
"95","Jalin Hyatt (NYG)","1","4","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","2.2%"
"96","Jaelon Darden (CLE)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"97","Luke McCaffrey (WAS)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","2.7%"
"98","Isaiah Hodgins (NYG)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"99","Ja'Lynn Polk (NE)","1","4","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","6.2%"
"100","Elijah Moore (CLE)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","15.4%"
"101","Jonathan Mingo (DAL)","1","1","1","1.0","1","0","0","0","0","0","0","1","0.1","0.1","1.3%"
"102","Dax Milne (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Ben Skowronek (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Dee Eskridge (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Chris Blair (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Steven Sims Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"107","Nsimba Webster (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","D.J. Montgomery (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Malik Taylor (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Deonte Harty (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"111","Justin Jefferson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.8%"
"112","KJ Hamler (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Devin Duvernay (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"114","Donovan Peoples-Jones (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","James Proche II (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Quintez Cephus (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Jalen Reagor (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Tom Kennedy (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Gunner Olszewski (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Parris Campbell (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Collin Johnson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Cody Thompson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Juwann Winfree (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Quinton Bell (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Scotty Miller (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"126","Trenton Irwin (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"127","Ashton Dulin (IND)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"128","David Sills V (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Mecole Hardman Jr. (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"130","Jakobi Meyers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64.9%"
"131","Miles Boykin (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Tyler Johnson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.0%"
"133","Anthony Schwartz (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Tutu Atwell (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.6%"
"135","Nico Collins (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.0%"
"136","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Dan Chisena (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Dez Fitzpatrick (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Ihmir Smith-Marsette (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"140","Seth Williams (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Kadarius Toney (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"142","Van Jefferson (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.9%"
"143","K.J. Osborn (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"144","Quez Watkins (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Cody White (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Jaylen Waddle (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.8%"
"147","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Justyn Ross (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Marquez Callaway (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Tarik Black (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Trishton Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Rondale Moore (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"153","Tylan Wallace (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"154","Kearis Jackson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Javon Baker (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"156","Xavier Gipson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"157","Nikko Remigio (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Tyrell Shavers (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Jason Brownlee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Zavier Scott (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Malik Heath (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"162","Malachi Corley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3%"
"163","Devontez Walker (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"164","Lucky Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Dylan Drummond (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Bryce Ford-Wheaton (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Johnny Wilson (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"169","Trey Palmer (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"170","Xavier Hutchinson (HOU)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"171","Charlie Jones (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"172","Tre Tucker (LV)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","6.7%"
"173","Jesse Matthews (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Jalen Cropper (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Malik Nabers (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.5%"
"176","Jacob Cowing (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"177","Maurice Alexander (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","Kazmeir Allen (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Elijah Cooks (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Thayer Thomas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Xavier Smith (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Brycen Tremayne (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Malik Knowles (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Jared Wayne (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Grant DuBose (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Tyler Scott (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"187","Antoine Green (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Colton Dowell (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Julian Hicks (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Cole Burgess (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","David White Jr. (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Marcus Riley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Bryce Oliver (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Terique Owens (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","JaQuae Jackson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Kameron Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"197","Dee Williams (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.8%"
"198","Jaylen Johnson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Qadir Ismail (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","John Jackson III (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Praise Olatoke (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","John Jiles (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Tanner Knue (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Jermaine Jackson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Jamari Thrash (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","Roman Wilson (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.2%"
"207","Brenden Rice (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"208","Ricky Pearsall (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38.9%"
"209","Jeff Foreman (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Casey Washington (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","Drake Stoops (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Xavier Johnson (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Tejhaun Palmer (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Jeshaun Jones (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Tahj Washington (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Malik Washington (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"217","Marcus Rosemy-Jacksaint (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Joshua Cephus (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"219","Jha'Quan Jackson (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"220","Isaiah Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"221","Anthony Gould (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Dayton Wade (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Austin Trammell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Terrace Marshall Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Brandon Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","Ainias Smith (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"227","Jalen McMillan (TB)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","18.4%"
"228","Puka Nacua (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.7%"
"229","Michael Strachan (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","Jordan Whittington (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.9%"
"231","Erik Ezukanma (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Alec Pierce (IND)","0","4","0","0","0","0","0","0","0","0","0","1","0.0","0.0","23.7%"
"233","Tim Jones (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"234","Michael Bandy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Malik Cunningham (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Jermaine Burton (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"237","Kelvin Harmon (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Rakim Jarrett (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"239","Ronnie Bell (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"240","Xavier Worthy (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.4%"
"241","Tyquan Thornton (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"242","John Metchie III (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"243","Cornelius Johnson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"244","Parker Washington (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.5%"
"245","Jordan Addison (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77.1%"
"246","David Bell (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"247","Rashee Rice (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34.9%"
"248","Ramel Keyton (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"249","Marvin Mims Jr. (DEN)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.8%"
"250","Kevin Austin Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"251","Marvin Harrison Jr. (ARI)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","97.9%"
"252","Samori Toure (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"253","Michael Woods II (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"254","Montrell Washington (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"255","Dareke Young (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"256","Irvin Charles (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"257","Tyreik McAllister (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"258","Kendric Pryor (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"259","Dennis Houston (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
