"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"1","Kaden Elliss (ATL)","8","5","1","0","0","0","0","0","1","24.8","24.8","43.9%"
"2","Jamien Sherwood (NYJ)","7","0","2","0","0","0","0","0","1","23.5","23.5","20.1%"
"3","Zack Baun (PHI)","7","3","0","2","1","0","0","0","1","23.3","23.3","75.1%"
"4","Trenton Simpson (BAL)","7","2","1","1","0","0","0","0","1","22.5","22.5","8.2%"
"5","Jahlani Tavai (NE)","6","5","0","1","1","0","0","0","1","21.8","21.8","6.0%"
"6","Jack Gibbens (TEN)","5","9","0.5","0","0","0","0","0","1","21.3","21.3","3.7%"
"7","E.J. Speed (IND)","9","3","0","0","0","0","0","0","1","20.8","20.8","50.0%"
"8","Daiyan Henley (LAC)","8","5","0","1","0","0","0","0","1","19.8","19.8","19.4%"
"9","Christian Rozeboom (LAR)","8","3","0","0","0","0","0","0","1","19.3","19.3","6.2%"
"10","Logan Wilson (CIN)","5","4","0","0","0","0","2","0","1","18.5","18.5","45.0%"
"11","Zaire Franklin (IND)","7","2","0","1","1","0","0","0","1","18.5","18.5","91.1%"
"12","Khalil Mack (LAC)","2","2","1","0","0","1","0","0","1","17.5","17.5","21.0%"
"13","Devin Bush Jr. (CLE)","6","2","1","0","0","0","0","0","1","17.0","17.0","1.2%"
"14","Zaven Collins (ARI)","2","4","2","0","0","0","0","0","1","16.5","16.5","3.4%"
"15","DeMarvion Overshown (DAL)","4","3","0","0","0","0","0","0","1","15.8","15.8","8.7%"
"16","Ernest Jones (SEA)","6","3","0","1","0","0","0","0","1","15.3","15.3","54.1%"
"17","Eric Kendricks (DAL)","5","4","0","0","0","1","0","0","1","14.5","14.5","37.0%"
"18","Quay Walker (GB)","7","5","0","0","0","0","0","0","1","14.3","14.3","29.0%"
"19","Dorian Williams (BUF)","7","5","0","0","0","0","0","0","1","14.3","14.3","21.5%"
"20","Harold Landry III (TEN)","3","2","1","1","0","0","0","0","1","14.0","14.0","24.5%"
"21","Tyrel Dodson (MIA)","7","2","0","1","0","0","0","0","1","13.5","13.5","15.5%"
"22","Bobby Okereke (NYG)","5","4","0","0","0","0","0","0","1","13.0","13.0","63.5%"
"23","Pete Werner (NO)","6","2","0","0","0","0","0","0","1","13.0","13.0","2.6%"
"24","Jacob Martin (CHI)","2","1","1","0","0","0","0","0","1","12.8","12.8","0.1%"
"25","K.J. Britt (TB)","6","3","0","1","0","0","0","0","1","12.8","12.8","2.3%"
"26","Micah McFadden (NYG)","5","6","0","0","0","0","0","0","1","12.0","12.0","6.8%"
"27","Malik Harrison (BAL)","3","1","1","0","0","0","0","0","1","11.8","11.8","0.4%"
"28","Bobby Wagner (WAS)","3","4","0","0","0","0","1","0","1","11.5","11.5","72.2%"
"29","Jack Campbell (DET)","5","5","0","0","0","0","0","0","1","11.3","11.3","20.3%"
"30","Foyesade Oluokun (JAC)","7","1","0","0","0","0","0","0","1","11.3","11.3","68.7%"
"31","Neville Hewitt (HOU)","1","7","0","0","0","1","0","0","1","10.8","10.8","0.9%"
