"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"43","Antonio Gibson (NE)","4","18","4.5","7","0","0","1","1","2","2.0","0","0","1","2.0","2.0","20.5%"
"44","Jaleel McLaughlin (DEN)","4","19","4.8","8","0","0","0","0","0","0","0","0","1","1.9","1.9","15.4%"
"45","Ty Johnson (BUF)","5","18","3.6","8","0","0","0","1","0","0","0","0","1","1.8","1.8","1.7%"
"46","Deuce Vaughn (DAL)","4","13","3.3","7","0","0","1","2","4","4.0","0","0","1","1.7","1.7","1.2%"
"47","Emanuel Wilson (GB)","2","17","8.5","13","0","0","0","0","0","0","0","0","1","1.7","1.7","3.8%"
"48","Jase McClellan (ATL)","8","15","1.9","8","0","0","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"49","Chris Brooks (GB)","0","0","0","0","0","0","2","2","13","6.5","0","0","1","1.3","1.3","0.2%"
"50","Jordan Mason (SF)","2","13","6.5","8","0","0","0","0","0","0","0","0","1","1.3","1.3","69.5%"
"51","Kyle Juszczyk (SF)","0","0","0","0","0","0","2","2","12","6.0","0","0","1","1.2","1.2","0.9%"
"52","Dare Ogunbowale (HOU)","0","0","0","0","0","0","1","1","11","11.0","0","0","1","1.1","1.1","0.9%"
"53","Ray Davis (BUF)","5","11","2.2","6","0","0","0","0","0","0","0","0","1","1.1","1.1","20.8%"
"54","Sione Vaki (DET)","5","9","1.8","7","0","0","0","0","0","0","0","0","1","0.9","0.9","0.1%"
"55","Zamir White (LV)","5","9","1.8","3","0","0","0","0","0","0","0","0","1","0.9","0.9","42.3%"
"56","Tyjae Spears (TEN)","3","0","0.0","4","0","0","2","3","8","4.0","0","0","1","0.8","0.8","50.7%"
"57","Samaje Perine (KC)","0","0","0","0","0","0","2","4","8","4.0","0","0","1","0.8","0.8","17.4%"
"58","Carson Steele (KC)","1","2","2.0","2","0","0","1","1","5","5.0","0","0","1","0.7","0.7","3.0%"
"59","Jaylen Wright (MIA)","5","4","0.8","5","0","0","1","1","2","2.0","0","0","1","0.6","0.6","9.0%"
"60","Jeremy McNichols (WAS)","3","5","1.7","6","0","0","1","1","1","1.0","0","0","1","0.6","0.6","1.1%"
"61","Braelon Allen (NYJ)","2","6","3.0","4","0","0","0","0","0","0","0","0","1","0.6","0.6","26.4%"
"62","Patrick Ricard (BAL)","0","0","0","0","0","0","1","1","5","5.0","0","0","1","0.5","0.5","0.1%"
"63","Pierre Strong Jr. (CLE)","2","5","2.5","3","0","0","0","0","0","0","0","0","1","0.5","0.5","0.3%"
"64","Zach Charbonnet (SEA)","4","3","0.8","2","0","0","2","2","2","1.0","0","0","1","0.5","0.5","60.3%"
"65","Trey Sermon (IND)","0","0","0","0","0","0","1","1","3","3.0","0","0","1","0.3","0.3","6.7%"
"66","D'Ernest Johnson (JAC)","2","3","1.5","3","0","0","0","0","0","0","0","0","1","0.3","0.3","2.4%"
"67","Jordan Mims (NO)","2","3","1.5","2","0","0","0","0","0","0","0","0","1","0.3","0.3","0.1%"
"68","Dameon Pierce (HOU)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","4.9%"
"69","JaMycal Hasty (NE)","2","2","1.0","5","0","0","0","0","0","0","0","0","1","0.2","0.2","0.3%"
"70","Hassan Haskins (LAC)","2","1","0.5","1","0","0","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"71","AJ Dillon (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"72","J.J. Taylor (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"73","Darrynton Evans (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Clyde Edwards-Helaire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.7%"
"75","Zack Moss (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","54.0%"
"76","Joshua Kelley (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","Salvon Ahmed (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"78","Patrick Taylor Jr. (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","DeeJay Dallas (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"80","Ty Chandler (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","23.7%"
"81","Mike Weber (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Travis Homer (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"83","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"84","Alec Ingold (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"85","Jaret Patterson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"86","Chuba Hubbard (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90.9%"
"87","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"88","Jonathan Ward (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Raheem Blackshear (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"90","Jermar Jefferson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Trey Benson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.9%"
"92","Keaton Mitchell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","7.4%"
"93","Xazavian Valladay (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Kenny McIntosh (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"95","Evan Hull (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"96","Carlos Washington Jr. (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Scott Matlock (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"98","Brittain Brown (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Julius Chestnut (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"100","Troy Hairston II (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Aaron Shampklin (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Tyreik McAllister (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Emari Demercado (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"104","Chris Collier (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Colson Yankoff (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Jacob Kibodi (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Dante Miller (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Louis Rees-Zammit (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Isaac Guerendo (SF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","5.9%"
"110","Blake Watson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Michael Wiley (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Kimani Vidal (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.4%"
"113","Jawhar Jordan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Ian Wheeler (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Terrell Jennings (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","British Brooks (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Bucky Irving (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","76.2%"
"118","Frank Gore Jr. (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"119","Isaiah Davis (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"120","Hunter Luepke (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"121","Ellis Merriweather (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Rasheen Ali (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"123","Owen Wright (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Deneric Prince (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Zavier Scott (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Robert Burns (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Dillon Johnson (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Cody Schrader (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Dylan Laube (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.2%"
"130","Jonathon Brooks (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59.2%"
"131","Jabari Small (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Tyrion Davis-Price (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Tyrone Tracy Jr. (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.9%"
"134","Tyler Goodson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.8%"
"135","Kendall Milton (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Will Shipley (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.9%"
"137","George Holani (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Eric Gray (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"139","D.J. Williams (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","MarShawn Lloyd (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.6%"
"141","Elijah Mitchell (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"142","Tank Bigsby (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38.4%"
"143","Keilan Robinson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Chris Evans (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Khalil Herbert (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","14.6%"
"146","Javian Hawkins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Michael Carter (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"148","Kevin Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Kendre Miller (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.4%"
"150","Ronnie Rivers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"151","Rachaad White (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.8%"
"152","Tyler Badie (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"153","Sean Tucker (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8%"
"154","Isiah Pacheco (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.7%"
"155","Israel Abanikanda (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"156","Velus Jones Jr. (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"157","Malik Davis (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Sincere McCormick (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Keaontay Ingram (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Kene Nwangwu (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Adam Prentice (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"162","Avery Williams (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"163","Gary Brightwell (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Nick Bellore (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"165","Jay Finley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Shane Bannon (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Cordarrelle Patterson (PIT)","1","0","0.0","0","0","0","1","1","0","0.0","0","0","1","0.0","0.0","1.1%"
"168","Kenny Irons (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Anthony Alridge (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Chad Simpson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Dantrell Savage (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Xavier Omon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Garrett Mills (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Madison Hedgecock (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Samkon Gado (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Taquan Mizzell (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","James Conner (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.8%"
"178","Jamaal Williams (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8%"
"179","D'Onta Foreman (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.6%"
"180","Dalvin Cook (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6%"
"181","C.J. Ham (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"182","Jeff Wilson Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"183","Mike Boone (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Miles Sanders (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.4%"
"185","Devin Singletary (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51.9%"
"186","Myles Gaskin (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Nyheim Hines (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"188","Chase Edmonds (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"189","Brennan Clay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Tim Flanders (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Willie Carter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Michael Burton (DEN)","2","2","1.0","2","0","0","1","1","-2","-2.0","0","0","1","0.0","0.0","0.0%"
"193","Tyler Allgeier (ATL)","0","0","0","0","0","0","1","1","-1","-1.0","0","0","1","-0.1","-0.1","39.5%"
"194","Raheem Mostert (MIA)","3","-2","-0.7","1","0","0","0","0","0","0","0","0","1","-0.2","-0.2","65.8%"
""
""
