"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"33","James Cook (BUF)","10","44","4.4","13","0","0","5","6","25","5.0","0","0","1","6.9","6.9","98.3%"
"34","Tyrone Tracy Jr. (NYG)","16","66","4.1","10","0","0","1","1","3","3.0","0","0","1","6.9","6.9","81.9%"
"35","Raheem Mostert (MIA)","10","56","5.6","16","0","0","2","2","32","16.0","0","1","1","6.8","6.8","65.8%"
"36","Patrick Ricard (BAL)","0","0","0","0","0","0","1","1","3","3.0","1","0","1","6.3","6.3","0.1%"
"37","Jonathan Taylor (IND)","13","48","3.7","13","0","0","3","5","11","3.7","0","0","1","5.9","5.9","99.7%"
"38","Justice Hill (BAL)","5","15","3.0","8","0","0","3","3","43","14.3","0","0","1","5.8","5.8","24.5%"
"39","Cam Akers (MIN)","6","46","7.7","13","0","0","2","2","7","3.5","0","0","1","5.3","5.3","27.0%"
"40","Chris Rodriguez Jr. (FA)","11","52","4.7","17","0","0","0","0","0","0","0","0","1","5.2","5.2","0.7%"
"41","Chris Brooks (GB)","2","13","6.5","9","0","0","3","4","28","9.3","0","0","1","4.1","4.1","0.2%"
"42","Jordan Mims (NO)","5","13","2.6","6","0","0","1","1","25","25.0","0","0","1","3.8","3.8","0.1%"
"43","Alexander Mattison (LV)","9","36","4.0","7","0","0","0","0","0","0","0","0","1","3.6","3.6","50.7%"
"44","Nick Chubb (CLE)","15","39","2.6","11","0","0","1","1","-4","-4.0","0","0","1","3.5","3.5","84.3%"
"45","Audric Estime (DEN)","5","35","7.0","21","1","0","0","0","0","0","0","0","1","3.5","3.5","22.0%"
"46","Bucky Irving (TB)","7","24","3.4","8","0","0","3","3","10","3.3","0","0","1","3.4","3.4","76.2%"
"47","Devin Singletary (NYG)","7","33","4.7","15","0","0","0","0","0","0","0","0","1","3.3","3.3","51.9%"
"48","Zach Charbonnet (SEA)","2","8","4.0","6","0","0","2","3","25","12.5","0","0","1","3.3","3.3","60.3%"
"49","Travis Etienne Jr. (JAC)","3","24","8.0","16","0","0","2","3","6","3.0","0","0","1","3.0","3.0","85.6%"
"50","Ameer Abdullah (LV)","4","12","3.0","6","0","0","3","3","14","4.7","0","0","1","2.6","2.6","25.9%"
"51","Ty Johnson (BUF)","3","23","7.7","17","0","0","0","0","0","0","0","0","1","2.3","2.3","1.7%"
"52","J.J. Taylor (HOU)","3","23","7.7","9","0","0","0","0","0","0","0","0","1","2.3","2.3","0.1%"
"53","Tank Bigsby (JAC)","8","22","2.8","10","0","0","0","0","0","0","0","0","1","2.2","2.2","38.4%"
"54","Julius Chestnut (TEN)","5","22","4.4","12","0","0","0","0","0","0","0","0","1","2.2","2.2","0.7%"
"55","Roschon Johnson (CHI)","3","13","4.3","7","0","0","2","3","8","4.0","0","0","1","2.1","2.1","21.4%"
"56","Jaleel McLaughlin (DEN)","5","10","2.0","3","0","0","3","3","10","3.3","0","0","1","2.0","2.0","15.4%"
"57","Jeremy McNichols (WAS)","8","20","2.5","8","0","0","0","1","0","0","0","0","1","2.0","2.0","1.1%"
"58","Jaylen Wright (MIA)","6","18","3.0","7","0","0","0","0","0","0","0","0","1","1.8","1.8","9.0%"
"59","Sean Tucker (TB)","3","11","3.7","5","0","0","1","1","6","6.0","0","0","1","1.7","1.7","2.8%"
"60","Trey Sermon (IND)","2","4","2.0","4","0","0","1","2","9","9.0","0","0","1","1.3","1.3","6.7%"
"61","Antonio Gibson (NE)","1","-1","-1.0","0","0","0","1","1","12","12.0","0","0","1","1.1","1.1","20.5%"
"62","Kenneth Gainwell (PHI)","5","9","1.8","3","0","0","1","1","1","1.0","0","0","1","1.0","1.0","2.7%"
"63","Hunter Luepke (DAL)","1","5","5.0","5","0","0","2","2","4","2.0","0","0","1","0.9","0.9","0.1%"
"64","Carson Steele (KC)","3","9","3.0","5","0","0","0","0","0","0","0","0","1","0.9","0.9","3.0%"
"65","Braelon Allen (NYJ)","4","9","2.3","5","0","0","0","1","0","0","0","0","1","0.9","0.9","26.4%"
"66","Dalvin Cook (DAL)","2","8","4.0","4","0","0","0","0","0","0","0","0","1","0.8","0.8","2.6%"
"67","Pierre Strong Jr. (CLE)","2","8","4.0","7","0","0","0","0","0","0","0","0","1","0.8","0.8","0.3%"
"68","Kimani Vidal (LAC)","5","7","1.4","7","0","0","0","0","0","0","0","0","1","0.7","0.7","4.4%"
"69","Jerome Ford (CLE)","2","5","2.5","6","0","0","1","3","2","2.0","0","0","1","0.7","0.7","50.8%"
"70","D'Ernest Johnson (JAC)","2","6","3.0","6","0","0","0","1","0","0","0","0","1","0.6","0.6","2.4%"
"71","DeeJay Dallas (ARI)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.1%"
"72","Clyde Edwards-Helaire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.7%"
"73","AJ Dillon (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"74","Najee Harris (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.8%"
"75","Zack Moss (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54.0%"
"76","Craig Reynolds (DET)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"77","Darrynton Evans (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"78","Patrick Taylor Jr. (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Joshua Kelley (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Ty Chandler (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23.7%"
"81","Salvon Ahmed (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Mike Weber (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"83","Travis Homer (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"84","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.9%"
"85","Alec Ingold (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"86","Jaret Patterson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"88","Raheem Blackshear (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"89","Brian Robinson Jr. (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.2%"
"90","Jonathan Ward (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Jermar Jefferson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Keaton Mitchell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.4%"
"93","Xazavian Valladay (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Kenny McIntosh (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"95","Evan Hull (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"96","Tyjae Spears (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50.7%"
"97","Scott Matlock (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"98","Jabari Small (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Kendre Miller (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.4%"
"100","Brittain Brown (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Troy Hairston II (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Aaron Shampklin (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Tyreik McAllister (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Carlos Washington Jr. (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Chris Collier (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"106","Colson Yankoff (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Jacob Kibodi (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Dante Miller (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Louis Rees-Zammit (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Isaac Guerendo (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.9%"
"111","Blake Watson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Michael Wiley (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Jawhar Jordan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Sione Vaki (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"115","Ian Wheeler (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Terrell Jennings (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","British Brooks (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Frank Gore Jr. (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"119","Isaiah Davis (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"120","Ellis Merriweather (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Owen Wright (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Rasheen Ali (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"123","Deneric Prince (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Zavier Scott (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Robert Burns (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Dillon Johnson (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Cody Schrader (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Dylan Laube (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.2%"
"129","Jonathon Brooks (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59.2%"
"130","Israel Abanikanda (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"131","Kendall Milton (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"132","Tyrion Davis-Price (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Deuce Vaughn (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"134","Tyler Goodson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.8%"
"135","Jordan Mason (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69.5%"
"136","Dameon Pierce (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.9%"
"137","Will Shipley (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.9%"
"138","George Holani (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","D.J. Williams (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Eric Gray (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.2%"
"141","Javian Hawkins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Keilan Robinson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Jase McClellan (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"144","Elijah Mitchell (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"145","Chris Evans (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Khalil Herbert (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.6%"
"147","Michael Carter (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"148","Ronnie Rivers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"149","Tyler Badie (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"150","Hassan Haskins (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"151","Velus Jones Jr. (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"152","Isiah Pacheco (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.7%"
"153","Jaylen Warren (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62.0%"
"154","Malik Davis (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Sincere McCormick (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Keaontay Ingram (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","MarShawn Lloyd (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.6%"
"158","Kevin Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Adam Prentice (NO)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"160","Gary Brightwell (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Avery Williams (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"162","Kene Nwangwu (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Nick Bellore (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.0%"
"164","Jay Finley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Shane Bannon (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Kyle Juszczyk (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"167","Cordarrelle Patterson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"168","Kenny Irons (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Anthony Alridge (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Chad Simpson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Dantrell Savage (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Xavier Omon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Garrett Mills (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Madison Hedgecock (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Samkon Gado (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Taquan Mizzell (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Jamaal Williams (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8%"
"178","D'Onta Foreman (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.6%"
"179","Christian McCaffrey (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.7%"
"180","C.J. Ham (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"181","Jeff Wilson Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"182","Mike Boone (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Nyheim Hines (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"184","Myles Gaskin (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Gus Edwards (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.9%"
"186","Chase Edmonds (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"187","Brennan Clay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Tim Flanders (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Willie Carter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Ezekiel Elliott (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36.5%"
"191","Dare Ogunbowale (HOU)","1","-1","-1.0","0","0","0","0","3","0","0","0","0","1","-0.1","-0.1","0.9%"
"192","Blake Corum (LAR)","1","-1","-1.0","0","0","0","0","0","0","0","0","0","1","-0.1","-0.1","16.8%"
"193","Michael Burton (DEN)","2","-1","-0.5","0","0","0","0","0","0","0","0","0","1","-0.1","-0.1","0.0%"
"194","JaMycal Hasty (NE)","1","0","0.0","0","0","0","1","1","-3","-3.0","0","0","1","-0.3","-0.3","0.3%"
"195","Miles Sanders (CAR)","2","-5","-2.5","0","0","0","2","2","-5","-2.5","0","0","1","-1.0","-1.0","3.4%"
""
""
