"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"33","Michael Wilson (ARI)","5","6","78","15.6","34","2","0","0","0","0","0","1","7.8","7.8","13.2%"
"34","Tyler Lockett (SEA)","4","6","75","18.8","33","2","0","0","0","0","0","1","7.5","7.5","63.2%"
"35","Jakobi Meyers (LV)","6","9","72","12.0","21","1","0","0","0","0","0","1","7.2","7.2","64.9%"
"36","Josh Reynolds (DEN)","1","2","9","9.0","9","0","1","0","0","0","0","1","6.9","6.9","3.3%"
"37","Tyreek Hill (MIA)","6","10","69","11.5","21","1","0","0","0","0","0","1","6.9","6.9","99.6%"
"38","Josh Downs (IND)","9","12","69","7.7","20","1","0","0","0","0","0","1","6.9","6.9","63.4%"
"39","Jalen Coker (CAR)","4","4","68","17.0","31","1","0","0","0","0","0","1","6.8","6.8","5.9%"
"40","Ray-Ray McCloud III (ATL)","6","9","66","11.0","22","1","0","0","0","0","0","1","6.6","6.6","16.1%"
"41","Chris Godwin (TB)","5","6","64","12.8","20","1","0","1","2","0","0","1","6.6","6.6","41.7%"
"42","Tutu Atwell (LAR)","6","10","58","9.7","24","1","0","1","7","0","0","1","6.5","6.5","4.6%"
"43","Sterling Shepard (TB)","1","2","4","4.0","4","0","1","0","0","0","0","1","6.4","6.4","8.2%"
"44","CeeDee Lamb (DAL)","5","9","62","12.4","27","1","0","1","2","0","0","1","6.4","6.4","99.8%"
"45","Amari Cooper (BUF)","4","10","60","15.0","19","0","0","0","0","0","0","1","6.0","6.0","89.5%"
"46","DeMario Douglas (NE)","6","9","59","9.8","19","0","0","0","0","0","0","1","5.9","5.9","23.1%"
"47","Adonai Mitchell (IND)","4","7","38","9.5","18","0","0","1","4","0","0","1","5.2","5.2","9.3%"
"48","Lil'Jordan Humphrey (DEN)","2","2","48","24.0","27","2","0","0","0","0","0","1","4.8","4.8","1.1%"
"49","Jaylen Waddle (MIA)","4","8","46","11.5","20","1","0","0","0","0","0","1","4.6","4.6","87.8%"
"50","KaVontae Turpin (DAL)","4","5","50","12.5","34","1","0","1","-6","0","0","1","4.4","4.4","1.5%"
"51","Rome Odunze (CHI)","5","6","40","8.0","11","0","0","0","0","0","0","1","4.0","4.0","68.4%"
"52","Andrei Iosivas (CIN)","1","2","39","39.0","39","1","0","0","0","0","0","1","3.9","3.9","4.0%"
"53","Jonathan Mingo (DAL)","2","5","37","18.5","29","1","0","0","0","0","0","1","3.7","3.7","1.3%"
"54","Marvin Harrison Jr. (ARI)","2","7","36","18.0","22","1","0","0","0","0","0","1","3.6","3.6","97.9%"
"55","Jordan Addison (MIN)","3","8","36","12.0","26","1","0","0","0","0","0","1","3.6","3.6","77.1%"
"56","DK Metcalf (SEA)","4","7","55","13.8","22","1","0","0","0","0","1","1","3.5","3.5","97.7%"
"57","Kayshon Boutte (NE)","2","2","34","17.0","21","1","0","0","0","0","0","1","3.4","3.4","3.4%"
"58","Mecole Hardman Jr. (KC)","4","4","33","8.3","15","0","0","0","0","0","0","1","3.3","3.3","0.7%"
"59","Tank Dell (HOU)","4","4","38","9.5","19","0","0","1","-5","0","0","1","3.3","3.3","91.5%"
"60","Keenan Allen (CHI)","3","6","33","11.0","19","0","0","0","0","0","0","1","3.3","3.3","70.3%"
"61","Courtland Sutton (DEN)","2","5","32","16.0","24","1","0","0","0","0","0","1","3.2","3.2","85.9%"
"62","Tylan Wallace (BAL)","2","2","31","15.5","19","0","0","0","0","0","0","1","3.1","3.1","0.2%"
"63","Xavier Hutchinson (HOU)","2","3","31","15.5","19","0","0","0","0","0","0","1","3.1","3.1","1.0%"
"64","Diontae Johnson (BAL)","3","6","23","7.7","20","1","0","2","6","0","0","1","2.9","2.9","72.8%"
"65","Mack Hollins (BUF)","2","6","27","13.5","21","1","0","0","0","0","0","1","2.7","2.7","0.9%"
"66","George Pickens (PIT)","3","7","26","8.7","21","1","0","0","0","0","0","1","2.6","2.6","95.0%"
"67","Van Jefferson (PIT)","3","5","26","8.7","11","0","0","0","0","0","0","1","2.6","2.6","0.9%"
"68","Tre Tucker (LV)","2","5","18","9.0","12","0","0","2","8","0","0","1","2.6","2.6","6.7%"
"69","Mike Williams (PIT)","2","4","25","12.5","18","0","0","0","0","0","0","1","2.5","2.5","20.7%"
"70","Marvin Mims Jr. (DEN)","1","1","7","7.0","7","0","0","1","17","0","0","1","2.4","2.4","2.8%"
"71","Troy Franklin (DEN)","1","2","20","20.0","20","1","0","0","0","0","0","1","2.0","2.0","3.7%"
"72","Dontayvion Wicks (GB)","2","7","20","10.0","10","0","0","0","0","0","0","1","2.0","2.0","16.7%"
"73","Deebo Samuel Sr. (SF)","1","3","11","11.0","11","0","0","3","9","0","0","1","2.0","2.0","98.2%"
"74","Luke McCaffrey (WAS)","3","3","19","6.3","9","0","0","0","0","0","0","1","1.9","1.9","2.7%"
"75","Gabe Davis (JAC)","3","4","38","12.7","21","1","0","0","0","0","1","1","1.8","1.8","26.2%"
"76","DJ Turner (LV)","1","4","12","12.0","12","0","0","1","5","0","0","1","1.7","1.7","0.6%"
"77","Jerry Jeudy (CLE)","1","3","16","16.0","16","0","0","0","0","0","0","1","1.6","1.6","58.7%"
"78","Malik Heath (GB)","2","3","14","7.0","7","0","0","0","0","0","0","1","1.4","1.4","0.1%"
"79","Ja'Lynn Polk (NE)","1","6","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","6.2%"
"80","David Moore (CAR)","2","3","13","6.5","7","0","0","0","0","0","0","1","1.3","1.3","0.1%"
"81","Jauan Jennings (SF)","1","4","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","72.3%"
"82","Bo Melton (GB)","1","2","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","0.6%"
"83","Elijah Moore (CLE)","3","4","11","3.7","6","0","0","0","0","0","0","1","1.1","1.1","15.4%"
"84","Jalen Brooks (DAL)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.1%"
"85","Chris Olave (NO)","2","4","10","5.0","6","0","0","0","0","0","0","1","1.0","1.0","87.6%"
"86","Olamide Zaccheaus (WAS)","1","3","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.6%"
"87","Brandon Johnson (PIT)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"88","Ashton Dulin (IND)","0","0","0","0","0","0","0","1","9","0","0","1","0.9","0.9","0.0%"
"89","Xavier Legette (CAR)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","39.8%"
"90","Greg Dortch (ARI)","1","2","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","6.5%"
"91","Xavier Smith (LAR)","2","2","6","3.0","11","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"92","Kendrick Bourne (NE)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","2.1%"
"93","Calvin Austin III (PIT)","1","2","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","1.8%"
"94","Nelson Agholor (BAL)","1","4","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.4%"
"95","Jake Bobo (SEA)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.2%"
"96","Devin Duvernay (JAC)","0","0","0","0","0","0","0","1","3","0","0","1","0.3","0.3","0.1%"
"97","Mason Tipton (NO)","1","4","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","2.1%"
"98","Dee Eskridge (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Jaelon Darden (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Dax Milne (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Chris Blair (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Ben Skowronek (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"103","Joshua Palmer (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.6%"
"104","D.J. Montgomery (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Steven Sims Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Nsimba Webster (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Malik Taylor (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Alex Bachman (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"109","Deonte Harty (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"110","Laviska Shenault Jr. (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"111","DeVonta Smith (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.6%"
"112","KJ Hamler (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"113","Donovan Peoples-Jones (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","James Proche II (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"115","Isaiah Hodgins (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"116","Quintez Cephus (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Jalen Reagor (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Tom Kennedy (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Gunner Olszewski (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Parris Campbell (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Collin Johnson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Trenton Irwin (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"123","Quinton Bell (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"124","Scotty Miller (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"125","Juwann Winfree (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Cody Thompson (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"127","David Sills V (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Tyler Johnson (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","10.0%"
"129","Miles Boykin (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Anthony Schwartz (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Dan Chisena (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Kadarius Toney (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"134","Dez Fitzpatrick (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Ihmir Smith-Marsette (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"136","Seth Williams (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","K.J. Osborn (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"138","Quez Watkins (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Cody White (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Nick Westbrook-Ikhine (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.2%"
"141","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Justyn Ross (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Marquez Callaway (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Tarik Black (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Trishton Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Rondale Moore (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"147","Amon-Ra St. Brown (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.8%"
"148","Kristian Wilkerson (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Javon Baker (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"150","Tyrell Shavers (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"151","Nikko Remigio (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Ryan Miller (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Xavier Gipson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"154","Dylan Drummond (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Zavier Scott (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Jason Brownlee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Malachi Corley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3%"
"158","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Lucky Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Devontez Walker (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"161","Johnny Wilson (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"162","Trey Palmer (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"163","Derius Davis (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"164","Charlie Jones (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"165","Bryce Ford-Wheaton (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"166","Cedric Tillman (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","63.2%"
"167","Jesse Matthews (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Jalen Cropper (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Malik Nabers (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.5%"
"170","Jacob Cowing (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"171","Jalin Hyatt (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.2%"
"172","Maurice Alexander (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Elijah Cooks (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Kazmeir Allen (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Malik Knowles (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Thayer Thomas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Jared Wayne (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","Tyler Scott (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"179","Antoine Green (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Colton Dowell (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Grant DuBose (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Julian Hicks (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Cole Burgess (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","David White Jr. (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Marcus Riley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Jermaine Jackson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Terique Owens (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","JaQuae Jackson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Bryce Oliver (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Kameron Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"191","Dee Williams (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.8%"
"192","Qadir Ismail (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","John Jackson III (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Praise Olatoke (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","John Jiles (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Tanner Knue (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","Jaylen Johnson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","Jeff Foreman (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Ladd McConkey (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84.7%"
"200","Roman Wilson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"201","Jamari Thrash (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Brenden Rice (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"203","Ricky Pearsall (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38.9%"
"204","Malik Washington (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.2%"
"205","Xavier Johnson (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","Casey Washington (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","Drake Stoops (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","Jeshaun Jones (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Tejhaun Palmer (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Devaughn Vele (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.1%"
"211","Marcus Rosemy-Jacksaint (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Ryan Flournoy (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"213","Bub Means (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.2%"
"214","Joshua Cephus (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Jha'Quan Jackson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"216","Isaiah Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"217","Tahj Washington (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Anthony Gould (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"219","Dayton Wade (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Brandon Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Austin Trammell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Puka Nacua (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.7%"
"223","Jalen McMillan (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18.4%"
"224","Terrace Marshall Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Simi Fehoko (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"226","Michael Strachan (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Jameson Williams (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82.6%"
"228","Khalil Shakir (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77.7%"
"229","Erik Ezukanma (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","Romeo Doubs (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54.7%"
"231","Tim Jones (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"232","Michael Bandy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Ainias Smith (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"234","Christian Watson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56.2%"
"235","Malik Cunningham (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Kearis Jackson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"237","Kelvin Harmon (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Rakim Jarrett (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"239","Ronnie Bell (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"240","Jermaine Burton (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.1%"
"241","John Metchie III (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"242","Treylon Burks (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"243","Tyquan Thornton (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"244","Cornelius Johnson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"245","David Bell (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"246","Jahan Dotson (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.4%"
"247","Parker Washington (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.5%"
"248","Rashee Rice (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34.9%"
"249","Quentin Johnston (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56.2%"
"250","Ramel Keyton (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"251","Kevin Austin Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"252","Samori Toure (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"253","Montrell Washington (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"254","Dareke Young (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"255","Irvin Charles (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"256","Tyreik McAllister (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"257","Kendric Pryor (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"258","Dennis Houston (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"259","Michael Woods II (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
